id_restaurant,label,food_type,city,review,geo_id
113,zapata bar and grill,american,napa,2.3,95
114,lyons restaurant,american,newark,2.3,96
115,red robin international inc,american,newark,2,96
116,carrows hickory chip restauran,american,oakland,2,98
117,crogan's montclair,american,oakland,2.7,98
118,denny's restaurant,american,oakland,2,98
119,denny's restaurant 296,american,oakland,2,98
120,family affair,american,oakland,2,98
121,g gs family restaurant,american,oakland,2,98
122,garys grill & bar,american,oakland,2.7,98
123,golden bull restaurant,american,oakland,2,98
124,grand oaks restaurant,american,oakland,2,98
125,hunan restaurant,american,oakland,2,98
126,hungry hunter,american,oakland,2,98
127,hungry hunter,american,oakland,2,98
128,ike's rotisserie,american,oakland,2.7,98
129,jack's restaurant & bar,american,oakland,2.7,98
130,l j quinn's lighthouse,american,oakland,2.3,98
131,mac's bar & grill,american,oakland,2.3,98
132,montclair restaurant,american,oakland,2,98
133,overland house grill,american,oakland,2,98
134,soul brothers kitchen,american,oakland,2,98
135,cookbook restaurant,american,palo alto,3,105
136,left at albuquerque,american,palo alto,3,105
137,macarthur park restaurant,american,palo alto,2.4,105
138,peninsula fountain,american,palo alto,2.6,105
139,q cafe billiards,american,palo alto,2.5,105
140,stars palo alto,american,palo alto,2.6,105
141,sundance mine company,american,palo alto,3.5,105
142,the good earth,american,palo alto,2.2,105
143,webster grill,american,piedmont,2,109
144,the persimmon tree restraunt,american,pinole,2.7,110
145,tommy's,american,pinole,2,110
146,snooker pete's bar & grill,american,pittsburg,2,111
147,coco's 63 walnut creek,american,pleasant hill,2,112
148,denny's restaurant 162,american,pleasant hill,2,112
149,jojo's restaurant,american,pleasant hill,2,112
150,lyons restaurant,american,pleasant hill,2,112
151,chili's,american,pleasanton,3,113
152,denny's,american,pleasanton,2,113
153,hungry hunter,american,pleasanton,3.4,113
154,lyons restaurant,american,pleasanton,2,113
155,velvet turtle,american,pleasanton,2,113
156,big boy,american,richmond,2,117
157,edie's cafe,american,richmond,2,117
158,general store at marina bay,american,richmond,2,117
159,great american hamburger & pie co.,american,richmond,2,117
160,little louie's,american,richmond,2.5,117
161,hungry hunter,american,south san francisco,2,150
162,cheri's a family restaurant,american,saint helena,2,123
163,spring street restaurant,american,saint helena,2.7,123
164,chuck e cheeses,american,san bruno,2,126
165,t g i  fridays,american,san bruno,2.3,126
166,tgi fridays,american,san bruno,2,126
167,amazing grace vegetarian restaurant,american,san francisco,2,128
168,bullshead restaurant,american,san francisco,3.9,128
169,cafe 222,american,san francisco,2.3,128
170,ella's restaurant,american,san francisco,3.4,128
171,fairmont crown buffet,american,san francisco,3,128
172,fog city diner,american,san francisco,3.1,128
173,harpoon louie's,american,san francisco,2.3,128
174,harris' restaurant,american,san francisco,3.2,128
175,huckleberry finn restaurant,american,san francisco,2,128
176,izzy's steaks & chops,american,san francisco,4,128
177,joe's cable car restaurant,american,san francisco,3.3,128
178,lasavane west african restaurant & bar,american,san francisco,2,128
179,m & m tavern,american,san francisco,2,128
180,macarthur park restaurant,american,san francisco,3,128
181,perry's,american,san francisco,3,128
182,sabella & la torre,american,san francisco,2.7,128
183,sugar broiler,american,san francisco,2,128
184,up & down club,american,san francisco,3.3,128
185,vince'south san francisco,american,san francisco,2,128
186,broilerworks retaurants ltd,american,san jose,2,129
187,california kitchen,american,san jose,2,129
188,coco's,american,san jose,2,129
189,enio's family restaurant,american,san jose,2,129
190,hobee's montague exp,american,san jose,2.3,129
191,hungry hunter,american,san jose,2.9,129
192,jim's family restaurant,american,san jose,2,129
193,marie callender's,american,san jose,2,129
194,marie callender's pie shop,american,san jose,2.3,129
195,marie callenders,american,san jose,2.3,129
196,marriott family restaurants,american,san jose,2,129
197,carrows hickory chip restauran,american,san leandro,2,131
198,denny's restaurant,american,san leandro,2,131
199,denny's restaurant,american,san leandro,2,131
200,lyons restaurant,american,san leandro,2,131
201,nicks family restaurant,american,san leandro,2.7,131
202,california kitchen,american,san mateo,2,134
203,t g i  fridays,american,san mateo,2.3,134
204,friday's of california,american,san ramon,2,137
205,mudd's,american,san ramon,3.8,137
206,t g i  fridays,american,san ramon,2.3,137
207,tommy t's,american,san ramon,2.3,137
208,marriott family restaurants,american,santa clara,2,138
209,mcneils bar & grill,american,santa clara,2,138
210,the good earth,american,santa clara,2,138
211,petes family restaurant,american,santa cruz,2,139
212,pontiac grill,american,santa cruz,2.4,139
213,mikayla at c.madrona,american,sausalito,3.4,142
214,denny's,american,suisun city,2,151
215,golden grill restaurant,american,suisun city,2,151
216,mullins pub & grill,american,suisun city,2.3,151
217,country gourmet &,american,sunnyvale,3,152
218,silver spoon cafe,american,sunnyvale,2,152
219,silver spoon cafe,american,sunnyvale,2,152
220,sunnyvale cattleman's,american,sunnyvale,2.7,152
221,the silver spoon,american,sunnyvale,2,152
222,carrows hickory chip restauran,american,union city,2,159
223,zaida's filipino-american cuis,american,union city,2,159
224,denny's restaurant,american,vallejo,2,161
225,denny's restaurant,american,vallejo,2,161
226,jamerican cuisine,american,vallejo,2,161
227,lyons restaurant,american,vallejo,2,161
228,rod's hickory pit restaurant,american,vallejo,2,161
229,tommy's,american,vallejo,2,161
230,western restaurant,american,vallejo,2,161
231,abernathy's restaurant,american,walnut creek,2,163
232,buttercup kitchen,american,walnut creek,2.3,163
233,copper skillet,american,walnut creek,2,163
234,crogan's bar & grill,american,walnut creek,2.3,163
235,denny's restaurant,american,walnut creek,2,163
236,lyons restaurant,american,walnut creek,1.7,163
237,marie callenders-walnut creek,american,walnut creek,2,163
238,vic stewarts,american,walnut creek,2.5,163
239,yountville bar & grill,american,yountville,2,168
240,barbary coast,american,san francisco,2.8,128
241,california cafe,american,los gatos,3.6,77
242,hawthorne lane,american,san francisco,4.3,128
243,boulevard,american,san francisco,4,128
244,tgi fridays,american,oakland,1.5,98
245,gate five,american,sausalito,2.8,142
246,cacti bar and mesquite grill,american,novato,3.3,97
247,lark creek cafe,american,walnut creek,3.1,163
248,the house,american,san francisco,3.9,128
249,sylvia's country kitchen,american,antioch,2.7,7
250,spurs,american,byron,2.5,24
251,baker's square,american,napa,2,95
252,bakers square restaurant & pie shop,american,rohnert park,2,121
253,bakers square restaurant & pie shop,american,santa rosa,1.7,140
254,checkers pizza & frozen yogurt,american,santa rosa,2,140
255,marios family restaurant,american,santa rosa,2,140
256,union hotel restaurant,american,sebastopol,2,145
257,bakers square restaurant & pie,american,san francisco,2,128
258,bakers square restaurant & pies,american,san bruno,3,126
259,dunville market,american,hollister,2.7,67
260,flames,american,san jose,2.3,129
261,birk's,american,santa clara,2.3,138
262,mixx-an american bistro,american,santa rosa,2.8,140
263,empire tap room,american,palo alto,3.1,105
264,94th aero squadron,american,san jose,3,129
265,t.g.i.friday,american,pleasanton,2.8,113
266,applebees,american,livermore,2.3,75
267,pleasanton hotel,american,pleasanton,3.5,113
268,sky kitchen,american,san carlos,2,127
269,peggy sue's,american,san jose,2,129
270,harbor 15,american,san rafael,2,136
271,pearl's cafe,american,fremont,3.2,59
272,banta inn,american,banta,2,11
273,green mill inn,american,pengrove,2.7,106
274,bagdad cafe,american,san francisco,3.2,128
275,little orphan andys,american,san francisco,2.6,128
276,tuba garden,american,san francisco,2.3,128
277,sorci's restaurant,american,morgan hill,2.5,91
278,kelly's restaurant,american,antioch,3,7
279,tnn properties ,american,san francisco,2,128
280,parkside restaurant,american,san francisco,2.7,128
281,ridge side cafe,american,portola valley,2.7,115
282,kenwood restaurant & bar,american,kenwood,3,71
283,buckley lodge,american,kenwood,3.3,71
284,broiler express,american,san carlos,2.3,127
285,union hotel,american,benicia,3.4,15
286,planet hollywood,american,san francisco,2.3,128
287,harbor fifteen,american,san rafael,2,136
288,villa coffee shop,american,san mateo,2.7,134
289,allied arts guild,american,menlo park,2.7,83
290,red tractor cafe,american,oakland,2.3,98
291,marie callender's restaurant & bakery,american,sunnyvale,2.3,152
292,ricks,american,san francisco,2.7,128
293,chili great chili,american,pacific grove,2,103
294,goodie goodie cafe,american,san francisco,2,128
295,bandera,american,los altos,3.6,76
296,sophie's cookhouse,american,san francisco,2.3,128
297,big horn,american,san ramon,2.3,137
298,julie rings heart & soul,american,san francisco,2.7,128
299,home plate,american,san francisco,3,128
300,brandon's of saratoga,american,saratoga,3.4,141
301,alexi's,american,san jose,2.3,129
302,shelby's,american,orinda,2,101
303,birks,american,santa clara,2,138
304,julie rings heart & soul,american,san francisco,3,128
305,max's opera cafe of burlingame,american,burlingame,2.6,23
306,bill's cafe,american,san jose,2.8,129
307,applebee's,american,gilroy,2,60
308,zuni cafe,american,san francisco,2.3,128
309,friday's,american,oakland,2,98
310,jim's country style restaurant,american,pleasanton,2.7,113
311,hobee's california restaurant,american,emeryville,2.3,52
312,lehr brothers bistro and grill,american,san francisco,3.2,128
313,manka's inverness lodge,american,inverness,3.5,68
314,the flying boar,american,napa,2,95
315,faz,american,pleasanton,2,113
316,baker's square,american,concord,2.3,36
317,savoy at the boundry oak,american,walnut creek,3,163
318,blue sky cafe,american,mountain view,3,94
319,country waffles,american,benicia,2.6,15
320,encore cafe,american,morgan hill,4.2,91
321,courtyard cafe,american,alameda,2.7,1
322,star rockets,american,mountain view,2.3,94
323,john's grill,american,san francisco,3.5,128
324,tadich grill,american,san francisco,2.6,128
325,hard rock cafe,american,san francisco,2.3,128
326,max's opera cafe,american,san francisco,2.3,128
327,val's redwood room,american,daly city,2.5,41
328,max's opera cafe,american,walnut creek,3.2,163
329,star,american,fremont,3.4,59
330,the restaurant at convict lake,american,mammoth lakes,2,78
331,the mogul,american,mammoth lakes,2.7,78
332,eugene's bay view bar and restaurant,american,larkspur,2.7,74
333,millie's kitchen,american,lafayette,2.6,73
334,bix,american,san francisco,3.3,128
335,powell's place,american,san francisco,2.3,128
336,buttercup pantry,american,pleasanton,2,113
337,buttercup pantry,american,pleasanton,2.3,113
338,"bear republic brewing co., inc.",american,healdsburg,2,65
339,mecca,american,san francisco,3.3,128
340,alex's restaurant & pub,american,calistoga,2,25
341,sneakers pub & grill,american,san carlos,3.3,127
342,cinnabar,american,calistoga,2,25
343,mimi's cafe,american,san jose,2.7,129
344,del monte express,american,monterey,2,89
345,crescent park grill,american,palo alto,2.7,105
346,caprices restaurant & cafe,american,burlingame,2.7,23
347,chili's grill & bar,american,san bruno,2,126
348,meharry's,american,san francisco,2,128
349,two fools cafe & market,american,half moon bay,2.6,63
350,tradewinds,american,fort bragg,2.5,56
351,elephant bar,american,burlingame,2.3,23
352,claim jumper,american,concord,2.7,36
353,the montclair eggshop,american,oakland,2.3,98
354,cameron's restaurant and inn,american,half moon bay,2,63
355,swan court cafe,american,milpitas,2,86
356,the hog's breath inn,american,carmel,2.7,28
357,mission ranch,american,carmel,2.7,28
358,elysium cafe,american,san francisco,3.6,128
359,spoons restaurant,arabic,fremont,2.9,59
360,noor's cafe,arabic,san francisco,2,128
361,pasha,arabic,san francisco,2.1,128
362,the grapeleaf restaurant,arabic,san francisco,3,128
363,sunrise deli,arabic,san francisco,2.7,128
364,the armenian gourmet,armenian,sunnyvale,3.4,152
365,lucky dragon,asian,aptos,2.3,8
366,pacific rim buffet,asian,aptos,2,8
367,fung lum restaurant,asian,campbell,2.4,26
368,house of orient,asian,campbell,2,26
369,oriental garden restaurant,asian,campbell,2,26
370,masayuki's,asian,capitola,2,27
371,wok west,asian,capitola,2,27
372,oriental kitchen,asian,colma,2,34
373,lotus garden,asian,foster city,2.5,57
374,yet wah restaurant,asian,foster city,2.8,57
375,mings kitchen,asian,los gatos,2.3,77
376,yeung shing restaurant,asian,los gatos,2,77
377,chef wang restaurant,asian,millbrae,3,85
378,fung jen palace,asian,milpitas,2.4,86
379,hong kong garden restaurant,asian,milpitas,2,86
380,hungkee garden restaurant,asian,milpitas,1.5,86
381,jangtu soondae restaurant,asian,milpitas,2,86
382,manila chopsticks,asian,milpitas,2,86
383,pho 909 restaurant,asian,milpitas,2,86
384,pho super bowl,asian,milpitas,3.5,86
385,pho world,asian,milpitas,2.8,86
386,the new orient,asian,milpitas,2.3,86
387,chef wang,asian,mountain view,3.3,94
388,pedro point restaurant,asian,pacifica,3.3,104
389,chin's restaurant,asian,redwood city,2.3,116
390,ling nam noodle house,asian,south san francisco,2,150
391,bamboo garden,asian,san bruno,2,126
392,fon yong restaurant,asian,san bruno,2,126
393,golden palace restaurant,asian,san bruno,2,126
394,grandehos hibachi,asian,san bruno,2,126
395,luck jade restaurant,asian,san bruno,2,126
396,wang's house,asian,san bruno,2.3,126
397,chu's garden restaurant,asian,san carlos,2.7,127
398,uncle chen restaurant,asian,san carlos,3.3,127
399,anh dao restaurant,asian,san jose,2,129
400,bac huong restaurant,asian,san jose,3,129
401,binh minh restaurant,asian,san jose,2,129
402,chau kee restaurant,asian,san jose,2,129
403,dac phuc restaurant,asian,san jose,2.3,129
404,hoa xuan restaurant,asian,san jose,2,129
405,kowloon kitchen,asian,san jose,2,129
406,lai lai restaurant,asian,san jose,2,129
407,long hai restaurant,asian,san jose,2,129
408,long hoa restaurant,asian,san jose,2,129
409,lung wah restaurant,asian,san jose,2,129
410,nha thanh restaurant,asian,san jose,2,129
411,paradise oriental restaurant,asian,san jose,2,129
412,pho 90 restaurant,asian,san jose,2,129
413,pho hien,asian,san jose,2,129
414,pho hoang restaurant,asian,san jose,2,129
415,pho thanh hien restaurant,asian,san jose,2,129
416,quang da restaurant,asian,san jose,2,129
417,sanuki restaurant,asian,san jose,2,129
418,song tien restaurant,asian,san jose,2,129
419,soong soong restaurant,asian,san jose,2,129
420,thanh ha,asian,san jose,2,129
421,thanh ha com chay,asian,san jose,2,129
422,thanh huong ii,asian,san jose,2,129
423,thanh son tofu che hien khanh,asian,san jose,2,129
424,thanh van ii restaurant,asian,san jose,2,129
425,vung tau restaurant,asian,san jose,1.8,129
426,yeung's sung yuan restaurant,asian,san jose,2,129
427,new kwok wah,asian,san mateo,2,134
428,the pot sticker,asian,san mateo,2.7,134
429,viet hung restaurant,asian,san mateo,2,134
430,mister go ii oriental cuisine,asian,santa clara,2,138
431,pho hoa,asian,santa clara,2.5,138
432,sham hing restaurant,asian,santa clara,2,138
433,su's mongolian b b,asian,santa clara,3,138
434,asian rose restaurant,asian,santa cruz,3.2,139
435,asian rose restaurant,asian,santa cruz,2.8,139
436,bamboo restaurant,asian,santa cruz,2,139
437,mei garden restaurant,asian,santa cruz,2,139
438,mei garden restaurant,asian,scotts valley,2.3,143
439,golden buddha restaurant,asian,soquel,2.8,148
440,orient expresso,asian,soquel,2,148
441,wee ming restaurant,asian,soquel,2,148
442,chef chen,asian,sunnyvale,2,152
443,king wah restaurant,asian,sunnyvale,2.3,152
444,pho golden bowl restaurant,asian,sunnyvale,2.7,152
445,pho xe lua noodle house,asian,sunnyvale,2,152
446,phu hai restaurant,asian,sunnyvale,2,152
447,the new orient,asian,sunnyvale,2,152
448,the house,asian,san francisco,3.9,128
449,oriental express,asian,sebastopol,2,145
450,oriental pearl restaurant,asian,san francisco,2,128
451,oriental restaurant,asian,san francisco,2,128
452,oriental seafood restaurant,asian,san francisco,2,128
453,wanton house,asian,santa clara,2.3,138
454,chicken bowl,asian,santa clara,2,138
455,sticks,asian,santa clara,3,138
456,betelnut pejiu wu,asian,san francisco,3.6,128
457,season buffet,asian,newark,2.2,96
458,lhasa moon,asian,san francisco,3,128
459,crustacean,asian,san francisco,3,128
460,ru lepic,asian,san francisco,2.7,128
461,crustacean,asian,san francisco,2,128
462,bok choy asian market cafe,asian,palo alto,3.6,105
463,s & b,bbq,san mateo,2.7,134
464,boogie woogie bagel boy,bagels,alameda,2.7,1
465,lox stock & bagel,bagels,berkeley,2,16
466,lox stock & bagel,bagels,berkeley,2,16
467,noah's bagels,bagels,berkeley,3.8,16
468,lox stock & bagel inc,bagels,emeryville,2,52
469,noahs new york bagels,bagels,emeryville,2,52
470,the posh bagel,bagels,los altos,3.4,76
471,the posh bagel,bagels,los gatos,3,77
472,the posh bagel,bagels,menlo park,2,83
473,morgan hill bagel house,bagels,morgan hill,3,91
474,the better bagel,bagels,mountain view,2.4,94
475,that bagel place,bagels,napa,2,95
476,the bagel adventure,bagels,napa,1.7,95
477,lox stock & bagel,bagels,oakland,2,98
478,suzy's lox & bagel,bagels,oakland,2,98
479,bagel works,bagels,palo alto,3.7,105
480,bagel,bagels,san francisco,2.7,128
481,the bagelry,bagels,santa cruz,2.3,139
482,the bagelry,bagels,santa cruz,2.8,139
483,broadway bagels,bagels,saratoga,2,141
484,saratoga bagels,bagels,saratoga,2.2,141
485,the bagelry,bagels,soquel,2,148
486,phil a bagel,bagels,walnut creek,2.7,163
487,noahs bagels,bagels,los gatos,3.1,77
488,brother's bagels,bagels,berkeley,2,16
489,sonoma valley bagel co,bagels,santa rosa,3,140
490,sonoma valley bagel co,bagels,santa rosa,2,140
491,home grown bagels bakery & restaurant,bagels,sonoma,2,146
492,homegrown bagels bakery & restaurant,bagels,sonoma,2,146
493,noah's new york bagels,bagels,palo alto,2.6,105
494,house of bagels,bagels,palo alto,4,105
495,house of bagels,bagels,burlingame,2.7,23
496,the bagelry,bagels,san francisco,3,128
497,noah's bagels,bagels,alameda,2.7,1
498,berrys pastry shop,bakery,antioch,2,7
499,windmill family restaurant & bakery,bakery,antioch,2,7
500,renee's bakery,bakery,aptos,2,8
501,hello croissant,bakery,berkeley,2,16
502,windmill family restaurant & bakery,bakery,bethel island,2,17
503,gayle's bakery & rosticceria,bakery,capitola,3,27
504,granny eng's donut & bakery,bakery,daly city,2,41
505,paradise bakery,bakery,el cerrito,2,49
506,muffin treat,bakery,fairfield,2,53
507,conrad's pastries,bakery,felton,2,54
508,creative croissants,bakery,martinez,2.8,82
509,martha's pastries,bakery,menlo park,2,83
510,gold ribbon bakeshop & restaurant,bakery,milpitas,2,86
511,villa corona bakery,bakery,napa,2,95
512,la brasserie,bakery,oakland,2.7,98
513,ruby king bakery,bakery,oakland,2,98
514,fairmont bake shop,bakery,pacifica,2,104
515,palo alto baking co.,bakery,palo alto,3.8,105
516,prolific oven,bakery,palo alto,3.3,105
517,stanford pastries,bakery,palo alto,2,105
518,dutch treats bakery,bakery,pleasant hill,2,112
519,vie de france corporation,bakery,pleasanton,2,113
520,noble pies,bakery,richmond,2,117
521,rosemary's bakery,bakery,richmond,2.7,117
522,the little bread board,bakery,san carlos,2,127
523,andre-boudin bakeries,bakery,san jose,2,129
524,freshly baked eatery,bakery,san jose,2,129
525,the bread basket,bakery,san jose,2,129
526,creative croissante,bakery,san ramon,2,137
527,german bakery,bakery,san ramon,2.3,137
528,rebecca's mighty muffins,bakery,santa cruz,3,139
529,sisters bake shop & restaurant,bakery,sunnyvale,2,152
530,vie de france bakery,bakery,union city,2,159
531,andre-boudin bakeries inc,bakery,walnut creek,2.3,163
532,california bakery and restaurant,bakery,san rafael,2,136
533,coco's bakery,bakery,santa rosa,2,140
534,piner bakery,bakery,santa rosa,2,140
535,east west bakery cafe,bakery,sebastopol,2,145
536,feed store cafe & bakery the,bakery,sonoma,2,146
537,home grown bagels bakery & restaurant,bakery,sonoma,2,146
538,homegrown bagels bakery & restaurant,bakery,sonoma,2,146
539,homegrown baking company bakery & restaurant,bakery,sonoma,2,146
540,homegrown baking company bakery & restaurant,bakery,sonoma,2,146
541,oh la la bakery cafes,bakery,san francisco,2,128
542,suzanne's muffins,bakery,palo alto,2,105
543,o! croissant,bakery,palo alto,2,105
544,douce france,bakery,palo alto,3.3,105
545,douce france,bakery,palo alto,2,105
546,jil's patisserie,bakery,burlingame,3.4,23
547,red a bakery,bakery,san francisco,2,128
548,special treats patisserie,bakery,san mateo,3,134
549,bijan,bakery,san jose,3,129
550,the cakery,bakery,burlingame,3.5,23
551,specialty's cafe and bakery,bakery,san francisco,3,128
552,napa valley ovens,bakery,calistoga,2,25
553,stella bakery,bakery,san francisco,3.6,128
554,quick's little alaska,bar,albany,1.7,3
555,the office inc,bar,albany,2,3
556,beer garden,bar,antioch,2,7
557,ausiello's tavern,bar,belmont,2,12
558,belmont bar & grill,bar,belmont,2,12
559,henfling's tavern,bar,ben lomond,1.8,14
560,choices,bar,benicia,2.7,15
561,o leary's pub,bar,benicia,2.7,15
562,pastime club,bar,benicia,2.7,15
563,the brewery tia theresa,bar,benicia,1.7,15
564,this bar,bar,benicia,2,15
565,barney's solano,bar,berkeley,3,16
566,berkeley square,bar,berkeley,2,16
567,bison brewing,bar,berkeley,2.6,16
568,jupiter,bar,berkeley,3.2,16
569,santa fe bar and grill,bar,berkeley,3,16
570,skates on the bay,bar,berkeley,3.9,16
571,starry plough pub,bar,berkeley,2.5,16
572,temple bar,bar,berkeley,2,16
573,the albatross pub,bar,berkeley,2.3,16
574,the juice bar collective inc,bar,berkeley,2,16
575,scopazzi restaurant,bar,boulder creek,2.8,20
576,behans an irish pub,bar,burlingame,2,23
577,california bar & grill,bar,burlingame,2,23
578,california bar & grill,bar,burlingame,2,23
579,dicey rileys irish pub,bar,burlingame,2,23
580,calistoga inn/calistoga brewer,bar,calistoga,2.3,25
581,gary's sports bar & grill,bar,campbell,2.6,26
582,grand dell saloon,bar,campbell,1.7,26
583,jerseys tavern,bar,campbell,2.8,26
584,kyoto palace,bar,campbell,2.7,26
585,deja vu cocktail lounge,bar,castro valley,2,29
586,doucet saloon,bar,castro valley,2,29
587,poggi's waterfall lounge,bar,castro valley,2,29
588,oaks tavern,bar,castroville,2,30
589,giovannis bar & grill,bar,concord,2,36
590,hobies roadhouse,bar,concord,2.3,36
591,t r 's bar & grill,bar,concord,3.3,36
592,tachi sushi bar,bar,concord,2,36
593,the company bar,bar,concord,2,36
594,tropical squeeze juice bar,bar,concord,2,36
595,upper level bar & grill,bar,concord,2,36
596,valley lounge,bar,concord,2,36
597,monte vista inn,bar,cupertino,2,40
598,skip's bar & grill,bar,cupertino,2,40
599,carnival bar & grill,bar,daly city,2,41
600,globe tavern,bar,daly city,2,41
601,silver moon saloon,bar,daly city,2,41
602,bartolomucci incorporated,bar,danville,2.7,42
603,elliott's bar inc,bar,danville,2,42
604,evie's place,bar,dublin,2,46
605,gallagher's dublin pub,bar,dublin,2,46
606,lyon's brewery of dublin,bar,dublin,3.2,46
607,patrick's pub,bar,dublin,2,46
608,doctors sports bar & grill,bar,east palo alto,2,48
609,capri club,bar,el sobrante,2,51
610,nick's lounge,bar,el sobrante,2,51
611,the club omni,bar,emeryville,2,52
612,ding's cocktail lounge,bar,fairfield,2,53
613,gino's sportsman's club,bar,fairfield,2,53
614,legends & heroes sports bar,bar,fairfield,2,53
615,back door lounge,bar,fremont,2,59
616,cheers cocktail lounge,bar,fremont,2,59
617,j c lounge,bar,fremont,2,59
618,jd's cocktail lounge,bar,fremont,2,59
619,mission bell tavern,bar,fremont,2,59
620,niles hard rock station,bar,fremont,2,59
621,the office lounge,bar,fremont,2,59
622,tony's lounge,bar,fremont,2,59
623,san benito house & saloon,bar,half moon bay,3,63
624,bottoms up club,bar,hayward,2,64
