user_id,locale,birthyear,gender,joinedAt,location,timezone
4170157131,en_US,1990.0,female,375940,Phnom Penh  11,420.0
1115244043,id_ID,1976.0,male,375860,Jeddah  14,180.0
1213744330,en_GB,1991.0,female,374980,Anaheim  CA,-480.0
4048868881,en_US,1991.0,male,375442,Phnom Penh,420.0
3155504635,en_US,1986.0,female,372276,,-240.0
3751635372,id_ID,1993.0,male,374791,Medan  26,420.0
3556981605,en_US,1991.0,male,375485,Phnom Penh,480.0
2845673972,es_LA,1990.0,male,375325,Santo Domingo  Dominican Republic,-240.0
2803741841,id_ID,1995.0,male,374764,Medan  Indonesia,420.0
4137863751,en_US,1978.0,female,374926,San Francisco  California,-480.0
243893094,en_US,1952.0,male,372002,,-240.0
3930126543,id_ID,1994.0,female,375317,Medan  Indonesia,420.0
327414596,id_ID,1990.0,female,375269,Medan  26,420.0
1444113850,en_US,1995.0,male,375683,Batac  Ilocos Norte,480.0
3291092348,en_US,1982.0,male,375459,Phnom Penh,420.0
959300591,id_ID,1995.0,male,374760,Medan  Indonesia,420.0
3430986998,id_ID,1998.0,male,374840,Medan  Indonesia,420.0
962338748,es_LA,1938.0,female,375788,Santo Domingo  Dominican Republic,-360.0
1000293064,id_ID,1995.0,female,375394,Medan  Indonesia,-480.0
1851530247,en_US,1989.0,female,374491,Lukachukai  AZ,-360.0
2728047278,id_ID,1993.0,female,375002,Medan  Indonesia,420.0
2252845148,en_US,1991.0,male,375460,Phnom Penh,420.0
3316715342,en_US,1995.0,female,374445,Oshawa  Ontario,-300.0
1946827878,en_US,1993.0,female,375445,Phnom Penh,420.0
4202112938,id_ID,1989.0,male,375573,,420.0
2264585544,id_ID,1994.0,male,375391,Bumiayu  Jawa Tengah  Indonesia,420.0
354026608,id_ID,1994.0,female,375417,Yogyakarta,420.0
1230559341,id_ID,1994.0,female,374989,Medan  Indonesia,420.0
642317092,id_ID,1996.0,female,374861,Jakarta  Indonesia,420.0
19283444,en_US,1988.0,female,373432,,-240.0
3548214416,id_ID,1991.0,male,375387,Yogyakarta,420.0
1320099877,fr_FR,1985.0,male,375999,Port Louis  Mauritius,240.0
3180412264,en_US,1983.0,female,374515,Toronto  Ontario,-300.0
3719137321,en_US,1981.0,female,375503,Oakland  California,-480.0
2340199364,en_US,1985.0,female,375441,Phnom Penh,420.0
29002074,es_LA,1994.0,male,375883,Hollywood  California,-240.0
13301498,id_ID,1981.0,male,375266,Medan  Indonesia,420.0
2507955484,id_ID,1994.0,male,375324,Los Angeles  California,420.0
206173756,id_ID,1993.0,female,375462,Jogjakarta  Indonesia,480.0
4186528243,en_US,1992.0,male,375485,Phnom Penh,420.0
4134124728,ka_GE,1996.0,female,375567,Tbilisi  Georgia,240.0
422002690,en_US,1987.0,male,375448,Port Harcourt  50,60.0
2813753172,id_ID,1990.0,male,375439,Kuta Raja  Aceh  Indonesia,420.0
1974832510,id_ID,1994.0,female,375385,Medan  Indonesia,420.0
2071842684,en_US,1991.0,female,375486,Phnom Penh  11,420.0
2863143805,en_US,1990.0,male,375448,Port Louis  Mauritius,240.0
516841937,en_US,1983.0,female,375776,Paramount  CA,-480.0
2793393083,id_ID,1993.0,male,375086,Sibolga,420.0
3803479601,id_ID,1992.0,male,374243,,270.0
2827067982,id_ID,1991.0,male,375459,Yogyakarta,420.0
875145825,en_US,1994.0,female,375025,Medan  Indonesia,540.0
1166204486,es_LA,1997.0,female,375611,Santo Domingo  Dominican Republic,-240.0
4261865653,id_ID,1993.0,male,375482,Magelang,540.0
1815238419,es_LA,1995.0,male,375337,Santo Domingo  Dominican Republic,-240.0
1984545931,en_GB,1991.0,female,375487,Purwokerto  Jawa Tengah  Indonesia,420.0
3004312073,id_ID,1993.0,male,375445,Yogyakarta,420.0
3878851138,id_ID,1992.0,female,375364,Yogyakarta,420.0
709445936,fr_FR,1995.0,female,375728,Ibiza  Islas Baleares  Spain,240.0
476865227,en_US,1972.0,female,375906,Compton  California,-480.0
651258472,en_US,1978.0,male,376011,Los Angeles  California,-480.0
3611774179,en_US,1985.0,male,375315,Yogyakarta,420.0
544449933,id_ID,1995.0,female,374737,Medan  Indonesia,420.0
1159947871,id_ID,1994.0,male,374716,Medan  Indonesia,420.0
3210206992,en_US,1993.0,male,374764,Los Angeles  California,-480.0
3766417922,id_ID,1990.0,male,376376,Los Angeles  California,-150.0
1826584692,en_US,1992.0,female,375382,Yogyakarta,420.0
2238460219,en_US,1991.0,male,375456,Phnom Penh,420.0
3282509573,en_US,1994.0,male,375486,Phnom Pen  Phnum Penh  Cambodia,420.0
535350558,id_ID,1994.0,male,374832,Medan  Indonesia,420.0
3631889944,id_ID,1993.0,female,375362,Medan  Indonesia,420.0
2400147519,id_ID,1995.0,male,375391,Jakarta  04,420.0
2683024755,en_US,1992.0,female,375456,Purwokerto  Jawa Tengah  Indonesia,420.0
738525400,en_US,1973.0,male,375713,San Francisco  California,-480.0
4222590338,en_US,1993.0,male,374508,Bronx  NY,-240.0
689225317,id_ID,1994.0,male,375384,Yogyakarta,420.0
2864941156,en_US,1979.0,female,373468,,-240.0
1554993130,id_ID,1990.0,female,375627,Yogyakarta,420.0
1308650192,id_ID,1989.0,female,375580,Bantul,-180.0
3318646261,id_ID,1995.0,male,374738,Medan  Indonesia,420.0
987701123,id_ID,1945.0,female,375374,Kudus,420.0
3642118045,en_US,1990.0,male,375364,Sydney  Australia,420.0
1720019070,en_US,1987.0,female,375462,San Diego  California,-420.0
1595465532,id_ID,1994.0,male,375443,Jakarta  Indonesia,420.0
1290399197,en_US,1990.0,female,375557,Bandung  Indonesia,420.0
2546983756,en_US,1989.0,male,373671,,480.0
4278168842,en_GB,1995.0,female,375489,Flacq  Flacq  Mauritius,240.0
379327893,en_US,1986.0,male,375189,Toronto  Ontario,-300.0
110310789,en_US,1984.0,male,375196,Los Angeles  CA,-480.0
3292982761,id_ID,1998.0,male,375594,Medan  Indonesia,420.0
3598881287,en_US,1990.0,female,373107,,-300.0
1039126403,en_US,1990.0,male,375474,Phnom Pen  Phnum Penh  Cambodia,420.0
682721107,id_ID,1991.0,male,374767,Medan  Indonesia,420.0
1213367737,id_ID,1993.0,female,374767,Medan  Indonesia,420.0
373631588,es_LA,1996.0,female,375455,Santo Domingo  Dominican Republic,-240.0
4106525792,id_ID,1993.0,female,375422,Surabaya  08,420.0
836628838,es_LA,1993.0,male,375454,Santo Domingo  Dominican Republic,480.0
3224203982,id_ID,1994.0,male,374821,Medan  Indonesia,420.0
50457238,en_US,1992.0,male,375455,Phnom Penh,420.0
1676582816,en_US,1994.0,female,375460,Phnom Penh,420.0
2196784941,en_US,1962.0,female,375055,Leamington  Ontario,-300.0
2480816831,es_ES,1997.0,female,375431,Villa Mella  Dominican Republic,-270.0
2202271093,en_US,1994.0,male,375459,Phnom Pen  Phnum Penh  Cambodia,420.0
793834125,id_ID,1993.0,male,375446,Medan  Indonesia,420.0
384932005,id_ID,1996.0,male,375391,Medan  Indonesia,420.0
3818890017,id_ID,1988.0,male,375974,Cengkareng  Jakarta Raya  Indonesia,420.0
2571725299,en_US,1982.0,male,375722,Phnom Penh,420.0
2932861723,id_ID,1992.0,male,375758,Yogyakarta,420.0
35629376,id_ID,1991.0,male,375409,Yogyakarta,420.0
736262792,id_ID,1996.0,male,374648,Medan  Indonesia,420.0
413292015,en_GB,,female,373111,,-300.0
964607716,en_US,1993.0,female,375442,Paris  France,60.0
4181543522,en_US,1984.0,male,375489,Phnom Penh,420.0
1358236584,en_US,1994.0,male,375278,Nagpur,330.0
458389001,en_US,1985.0,male,373106,,-240.0
3460014666,id_ID,1993.0,male,375348,Jogjakarta  Indonesia,420.0
893322374,en_US,1993.0,male,375388,Yogyakarta,420.0
1571490313,en_US,1995.0,female,375649,Montalban  Rizal,480.0
1725995841,en_US,1966.0,female,372985,,-150.0
314484928,id_ID,1992.0,male,375886,Yogyakarta,420.0
4044282675,id_ID,1994.0,female,375460,Yogyakarta,420.0
3395257600,id_ID,1991.0,female,375433,Yogyakarta,420.0
3702967330,en_US,1988.0,male,375005,Toronto  Ontario,-300.0
1075126714,en_US,1987.0,female,374787,New York  New York,-300.0
1882344631,en_US,1991.0,female,374520,New Haven  CT,-300.0
267902048,en_US,1994.0,female,375460,Phnom Penh,420.0
3842862938,id_ID,1995.0,male,375564,Jombang  Jawa Timur  Indonesia,420.0
2706298619,en_US,1990.0,male,375966,Khulna,360.0
3378002804,fr_CA,1973.0,female,374552,Montreal  Quebec,-300.0
1184895977,en_US,1987.0,female,375704,Corona  California,-480.0
882525479,id_ID,1995.0,male,375554,Rantauprapat  Sumatera Utara  Indonesia,420.0
3563882371,en_US,1986.0,male,375770,Phnom Pen  Phnum Penh  Cambodia,420.0
3035853030,en_US,1977.0,male,374251,Toronto  Ontario,420.0
3153655575,id_ID,1995.0,male,375372,Medan  Indonesia,420.0
3071252660,id_ID,1995.0,male,374796,Bekasi,420.0
2282893903,id_ID,1995.0,female,374676,Medan  Indonesia,420.0
184140061,id_ID,1990.0,male,375460,Bangko  Jambi  Indonesia,420.0
1747091728,id_ID,1997.0,male,374715,Medan  Indonesia,450.0
2436252940,es_LA,1994.0,female,375478,Santo Domingo  Dominican Republic,480.0
1214006960,en_US,1990.0,male,375389,Santa Clarita  California,-420.0
576776993,en_US,1993.0,female,374202,,-420.0
2543824082,id_ID,1992.0,male,375344,Sibolga,420.0
2593432040,en_US,1994.0,female,375463,Flacq  Flacq  Mauritius,240.0
3043291654,id_ID,1997.0,male,375389,Jakarta  Indonesia,420.0
2571895925,en_US,1987.0,female,374643,San Francisco  California,-480.0
2480747202,en_US,1989.0,female,375484,Phnom Penh,420.0
887085722,id_ID,1995.0,male,374792,Medan  Indonesia,420.0
734292380,es_LA,1977.0,male,375578,Ontario  California,-480.0
943483502,en_US,1992.0,female,375682,,120.0
507847098,id_ID,1995.0,male,375177,Medan  Indonesia,420.0
1236336671,en_US,1966.0,male,375439,Phnom Penh,510.0
3998399905,en_US,1996.0,female,375775,Soroako,420.0
3297493554,en_US,1975.0,female,374498,Barrie  Ontario,-300.0
2436389418,id_ID,1991.0,female,375015,Medan  Indonesia,420.0
769376177,id_ID,1989.0,male,375116,Medan  Indonesia,420.0
80379054,it_IT,1985.0,male,375910,Turin  Italy,60.0
1732120655,id_ID,1995.0,male,374771,Medan  Indonesia,420.0
2975026524,en_US,1959.0,male,374645,Ottawa  Ontario,-300.0
3469589500,id_ID,1994.0,female,374772,Medan  Indonesia,420.0
363577443,en_US,1966.0,female,373719,,-240.0
38985694,en_US,1986.0,male,375935,Los Angeles  California,-480.0
2249748129,en_US,1986.0,female,374965,Hamilton  Ontario,-300.0
4067602271,id_ID,1998.0,male,375274,Medan  Indonesia,-630.0
2458068456,fr_FR,1996.0,female,375489,Curepipe  Mauritius,240.0
4020164258,id_ID,1992.0,female,375564,Balige  Sumatera Utara  Indonesia,420.0
3643380555,es_ES,1997.0,female,375428,Santo Domingo  Dominican Republic,-240.0
475620820,en_US,1990.0,male,375402,Long Beach  CA,-480.0
4151484001,id_ID,1984.0,male,375422,Jayapura  Indonesia,540.0
517357553,en_US,1991.0,male,372840,,180.0
4152805025,en_US,1977.0,male,375497,Simi Valley  California,480.0
2345460195,id_ID,1996.0,male,375376,Medan  Indonesia,420.0
261990895,es_LA,1974.0,male,375542,Santo Domingo  Dominican Republic,-480.0
1951340806,en_US,1990.0,male,375338,Multan,300.0
3193929919,es_LA,1913.0,female,375759,Santo Domingo  Dominican Republic,-240.0
895967408,en_US,1981.0,male,374759,San Francisco  California,-480.0
4257951883,en_US,1983.0,male,374928,Manila  Philippines,480.0
3223036396,id_ID,1987.0,male,374803,Medan  Indonesia,420.0
2074086523,id_ID,1991.0,male,375329,Medan  Indonesia,420.0
2978622176,en_US,1996.0,male,375418,Bel Air  Flacq  Mauritius,240.0
3178723259,en_US,1978.0,male,375180,Seoul  11,540.0
1619453117,id_ID,1995.0,male,374771,Medan  Indonesia,420.0
2360121322,en_US,1995.0,female,375565,Phnom Penh,420.0
3826739942,en_US,1992.0,female,375457,Phnom Penh,420.0
749467696,en_US,1973.0,female,373250,,-420.0
2265899995,en_US,1975.0,male,375377,Curepipe  Mauritius,240.0
985547042,en_US,1990.0,male,375731,Phnom Penh,420.0
1025593498,es_ES,1992.0,female,374662,Los Angeles  California,-300.0
986039272,id_ID,1992.0,male,375254,Medan  Indonesia,-240.0
2261578513,en_US,1987.0,female,375481,Banda Aceh  Indonesia,420.0
2129690960,id_ID,1994.0,male,375413,Jokjakarta  Yogyakarta  Indonesia,420.0
2022308068,id_ID,1994.0,female,375390,Yogyakarta,420.0
3773947618,id_ID,1984.0,male,375421,Jogjakarta  Indonesia,420.0
3466521212,en_US,1971.0,female,374612,San Francisco  California,-480.0
2791232352,en_US,1991.0,female,375417,Banda Aceh  Indonesia,420.0
691831024,en_US,1994.0,male,375689,Phnom Pen  Phnum Penh  Cambodia,420.0
3500240032,en_US,1990.0,male,375488,,420.0
609630180,en_US,1992.0,male,376297,Los Angeles  California,-480.0
4052225912,en_US,1977.0,male,375490,Phnom Penh,420.0
2761872404,en_US,1985.0,male,375883,San Diego  California,-480.0
2054531858,en_US,1984.0,female,376126,Aberdeen,-360.0
1785235519,id_ID,1998.0,male,375199,Medan  Indonesia,420.0
2054648409,id_ID,1994.0,male,375449,Medan  Indonesia,420.0
2712853779,id_ID,1992.0,male,375388,Djokja  Yogyakarta  Indonesia,420.0
724483958,en_US,1984.0,female,375332,Thimphu  Bhutan,60.0
429489211,id_ID,1992.0,male,375371,Palembang,420.0
4238321438,en_US,1991.0,female,375584,Batac  Ilocos Norte,480.0
2281560980,en_US,1989.0,male,375540,  ,420.0
3799854455,id_ID,1995.0,male,374242,,420.0
3866177358,id_ID,1993.0,male,375317,Bandung  Indonesia,420.0
4005604348,en_US,1993.0,male,374768,Battambang,420.0
639250885,en_US,1994.0,male,375019,Medina  Saudi Arabia,180.0
637505307,en_US,1992.0,female,374327,Phoenix  Arizona,-420.0
1876906939,en_US,1988.0,male,374981,Bangalore  India,330.0
3036141956,id_ID,1997.0,male,374600,Medan  Indonesia,-420.0
3866909611,en_US,1983.0,male,376122,Liverpool  H8,
2271406145,id_ID,1992.0,male,375363,Yogyakarta,420.0
127904873,id_ID,1990.0,male,375074,Medan  Indonesia,420.0
809834239,id_ID,1995.0,male,374707,Medan  Indonesia,-420.0
1649320589,id_ID,1992.0,male,375452,Paris  France,420.0
296126900,id_ID,1990.0,male,375420,Los Angeles  California,420.0
1372842685,en_US,1994.0,female,375464,Phnom Penh,-480.0
571210795,en_US,1987.0,female,375432,Yogyakarta,420.0
3799386472,zh_CN,1989.0,female,375666,Guangzhou  China,-480.0
1312400822,en_US,1971.0,male,375396,San Francisco  California,-480.0
2014445987,en_GB,1992.0,female,375985,Semarang  Indonesia,420.0
1679420385,id_ID,1994.0,male,375424,Medan  Indonesia,420.0
1072041355,id_ID,1995.0,male,374630,Medan  Indonesia,420.0
763143562,en_US,1991.0,female,375364,Bantoel  Yogyakarta  Indonesia,420.0
3647725503,id_ID,1996.0,male,374907,Medan  26,420.0
3037654114,es_LA,1994.0,female,375479,Santo Domingo  Dominican Republic,-240.0
645414373,en_US,1994.0,male,376065,Quetta  02,300.0
1540298318,en_US,1991.0,male,376476,Torrance  CA,300.0
567534910,en_US,1991.0,male,375245,Wellesley  Massachusetts,-300.0
4118821425,id_ID,1986.0,male,375394,Yogyakarta,420.0
4206209185,en_US,1994.0,male,375463,Phnom Penh,420.0
4196666928,en_US,1992.0,male,375444,Phnom Penh,420.0
3941958556,en_US,1994.0,male,375160,Bandung  Indonesia,420.0
3467219840,en_GB,1989.0,male,375426,Port Louis  Mauritius,240.0
358368837,id_ID,1995.0,male,375421,Sibolga,420.0
344906444,id_ID,1991.0,female,375318,Medan  Indonesia,420.0
1741814612,es_LA,1994.0,male,375429,Santo Domingo  Dominican Republic,-240.0
351713549,id_ID,1995.0,male,375610,London  United Kingdom,420.0
616227847,id_ID,1991.0,male,375390,Yogyakarta,420.0
386145959,en_US,1980.0,female,373994,,-240.0
1170938005,id_ID,1991.0,female,375324,Yogyakarta,420.0
81458678,en_US,1976.0,male,372816,,-480.0
2223714757,en_US,1996.0,female,375369,Flacq  Flacq  Mauritius,240.0
