id,city,county,region,review
3,albany,alameda county,bay area,1.7
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,3.0
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.8
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,3.4
3,albany,alameda county,bay area,2.3
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.7
3,albany,alameda county,bay area,2.7
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,3.0
3,albany,alameda county,bay area,1.7
3,albany,alameda county,bay area,2.3
3,albany,alameda county,bay area,3.2
3,albany,alameda county,bay area,2.8
3,albany,alameda county,bay area,2.7
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,2.3
3,albany,alameda county,bay area,2.0
3,albany,alameda county,bay area,3.1
3,albany,alameda county,bay area,3.3
3,albany,alameda county,bay area,3.0
3,albany,alameda county,bay area,3.2
3,albany,alameda county,bay area,2.7
3,albany,alameda county,bay area,2.8
3,albany,alameda county,bay area,2.0
4,alviso,santa clara county,bay area,2.8
4,alviso,santa clara county,bay area,2.8
5,american canyon,unknown,bay area,2.3
5,american canyon,unknown,bay area,2.5
5,american canyon,unknown,bay area,2.5
6,angwin,napa county,napa valley,2.0
6,angwin,napa county,napa valley,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.5
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.8
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.8
7,antioch,contra costa county,bay area,3.0
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,3.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,3.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.5
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.8
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,3.8
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.7
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.3
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,2.5
7,antioch,contra costa county,bay area,2.0
7,antioch,contra costa county,bay area,1.7
8,aptos,santa cruz county,bay area,2.3
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,3.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,3.1
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,2.0
8,aptos,santa cruz county,bay area,3.2
8,aptos,santa cruz county,bay area,2.0
9,aromas,unknown,unknown,2.0
10,atherton,san mateo county,bay area,2.0
10,atherton,san mateo county,bay area,2.0
10,atherton,san mateo county,bay area,2.0
11,banta,unknown,unknown,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,3.2
12,belmont,san mateo county,bay area,2.7
12,belmont,san mateo county,bay area,2.3
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.8
12,belmont,san mateo county,bay area,1.7
12,belmont,san mateo county,bay area,2.7
12,belmont,san mateo county,bay area,3.0
12,belmont,san mateo county,bay area,3.0
12,belmont,san mateo county,bay area,1.7
12,belmont,san mateo county,bay area,2.3
12,belmont,san mateo county,bay area,2.8
12,belmont,san mateo county,bay area,3.3
12,belmont,san mateo county,bay area,3.4
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.0
12,belmont,san mateo county,bay area,2.7
12,belmont,san mateo county,bay area,2.7
12,belmont,san mateo county,bay area,2.7
12,belmont,san mateo county,bay area,2.7
13,belvedere tiburon,marin county,bay area,2.0
13,belvedere tiburon,marin county,bay area,2.0
13,belvedere tiburon,marin county,bay area,2.8
13,belvedere tiburon,marin county,bay area,2.0
13,belvedere tiburon,marin county,bay area,2.0
13,belvedere tiburon,marin county,bay area,2.8
14,ben lomond,santa cruz county,bay area,1.8
14,ben lomond,santa cruz county,bay area,2.8
14,ben lomond,santa cruz county,bay area,2.0
14,ben lomond,santa cruz county,bay area,2.3
14,ben lomond,santa cruz county,bay area,2.0
14,ben lomond,santa cruz county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.3
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.4
15,benicia,solano county,bay area,2.6
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,1.7
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.3
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.1
15,benicia,solano county,bay area,1.5
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.0
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.3
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,3.8
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.8
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.7
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.5
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.5
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.5
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,2.0
15,benicia,solano county,bay area,3.0
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.5
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.9
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.4
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,3.6
16,berkeley,alameda county,bay area,3.6
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.5
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.4
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,4.4
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.9
16,berkeley,alameda county,bay area,3.4
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.1
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,2.9
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.4
16,berkeley,alameda county,bay area,1.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.9
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,4.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,3.5
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.9
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.4
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.7
16,berkeley,alameda county,bay area,3.9
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,3.4
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.1
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,1.7
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,1.8
16,berkeley,alameda county,bay area,2.4
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,4.3
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,3.1
16,berkeley,alameda county,bay area,3.7
16,berkeley,alameda county,bay area,2.5
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,3.2
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.2
16,berkeley,alameda county,bay area,2.3
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.3
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,3.1
16,berkeley,alameda county,bay area,2.9
16,berkeley,alameda county,bay area,2.7
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.8
16,berkeley,alameda county,bay area,2.6
16,berkeley,alameda county,bay area,3.4
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,2.0
16,berkeley,alameda county,bay area,3.0
16,berkeley,alameda county,bay area,2.8
