titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0043228	9	Театр звезд Шлица	SUHH	ru	imdbDisplay		0
tt0044265	1	The Guiding Light			original		1
tt0044265	10	The Guiding Light	NL		imdbDisplay		0
tt0044265	11	The Guiding Light	SE		imdbDisplay		0
tt0044265	12	The Guiding Light	SG	en	imdbDisplay		0
tt0044265	13	The Guiding Light	TR	tr	imdbDisplay		0
tt0044265	14	The Guiding Light	ZA	en	imdbDisplay		0
tt0044265	15	Guiding Light	MX		imdbDisplay		0
tt0044265	16	Guiding Light	US			new title	0
tt0044265	17	Springfield Story	DE		imdbDisplay		0
tt0044265	18	Springfield Story	XWG		imdbDisplay		0
tt0044265	19	Die Springfield Story	DE		dvd		0
tt0044265	2	The Guiding Light	AE		imdbDisplay		0
tt0044265	20	Haine et passion	FR				0
tt0044265	21	Intriger	DK		imdbDisplay		0
tt0044265	22	Les vertiges de la passion	FR				0
tt0044265	23	Sentieri	IT				0
tt0044265	24	Unelmien pelikenttä	FI		imdbDisplay		0
tt0044265	25	Zvezda vodilja	RS		imdbDisplay		0
tt0044265	26	Путеводный свет	SUHH	ru	imdbDisplay		0
tt0044265	27	Пътеводна светлина	BG	bg	imdbDisplay		0
tt0044265	28	ガイディング・ライト	JP	ja	imdbDisplay		0
tt0044265	29	指路明燈	TW		imdbDisplay		0
tt0044265	3	The Guiding Light	AU		imdbDisplay		0
tt0044265	4	The Guiding Light	CA	en	imdbDisplay		0
tt0044265	5	The Guiding Light	CA	fr	imdbDisplay		0
tt0044265	6	The Guiding Light	EC		imdbDisplay		0
tt0044265	7	The Guiding Light	EG	en	imdbDisplay		0
tt0044265	8	The Guiding Light	GB		imdbDisplay		0
tt0044265	9	The Guiding Light	IN	hi	imdbDisplay		0
tt0044270	1	I've Got a Secret			original		1
tt0044270	2	I've Got a Secret	CA	en	imdbDisplay		0
tt0044270	3	I've Got a Secret	DE		imdbDisplay		0
tt0044270	4	I've Got a Secret	GB		imdbDisplay		0
tt0044270	5	I've Got a Secret	JP	ja	imdbDisplay		0
tt0044270	6	I've Got a Secret	MX		imdbDisplay		0
tt0044270	7	I've Got a Secret	US		imdbDisplay		0
tt0044270	8	I've Got a Secret	US	es	imdbDisplay		0
tt0044270	9	Tengo un secreto	VE		imdbDisplay		0
tt0044294	1	Hollywood Off-Beat			original		1
tt0044294	2	Steve Randall			alternative		0
tt0044294	3	Steve Randall	US		imdbDisplay		0
tt0044294	4	Hollywood Offbeat	US		working		0
tt0044298	1	Today			original		1
tt0044298	10	Today	IN	hi	imdbDisplay		0
tt0044298	11	Today	IT		imdbDisplay		0
tt0044298	12	Today	KR		imdbDisplay		0
tt0044298	13	Today	PH	en	imdbDisplay		0
tt0044298	14	Today	SG	en	imdbDisplay		0
tt0044298	15	Today	US		imdbDisplay		0
tt0044298	16	Today	ZA	en	imdbDisplay		0
tt0044298	17	NBC News Today	US			promotional title	0
tt0044298	18	The Rise and Shine Revue	US		working		0
tt0044298	19	The Today Show	US		alternative		0
tt0044298	2	Today	AU		imdbDisplay		0
tt0044298	20	Today Show with Hoda & Jenna	US		alternative		0
tt0044298	21	Сегодня	SUHH	ru	imdbDisplay		0
tt0044298	22	トゥデイ	JP	ja	imdbDisplay		0
tt0044298	3	Today	CA	en	imdbDisplay		0
tt0044298	4	Today	CA	fr	imdbDisplay		0
tt0044298	5	Today	DE		imdbDisplay		0
tt0044298	6	Today	EC		imdbDisplay		0
tt0044298	7	Today	ES		imdbDisplay		0
tt0044298	8	Today	GB		imdbDisplay		0
tt0044298	9	Today	IN	en	imdbDisplay		0
tt0045395	1	General Electric Theater			original		1
tt0045395	10	G.E. Theater	US	en		informal short title	0
tt0045395	11	G.E. True Theater	US	en		tenth season title	0
tt0045395	12	Se parhaiten nauraa...	FI				0
tt0045395	13	Teatro General Electric	VE		imdbDisplay		0
tt0045395	14	ジェネラル・エレクトリック・シアター	JP	ja	imdbDisplay		0
tt0045395	2	General Electric Theater	CA	en	imdbDisplay		0
tt0045395	3	General Electric Theater	DE		imdbDisplay		0
tt0045395	4	General Electric Theater	IT		imdbDisplay		0
tt0045395	5	General Electric Theater	PT		imdbDisplay		0
tt0045395	6	General Electric Theater	US		imdbDisplay		0
tt0045395	7	Театр Дженерал Электрик	RU		imdbDisplay		0
tt0045395	8	Театр Дженерал Электрик	SUHH	ru	imdbDisplay		0
tt0045395	9	Expectación	ES		imdbDisplay		0
tt0045410	1	Make Room for Daddy			original		1
tt0045410	10	The Danny Thomas Show	IN	en	imdbDisplay		0
tt0045410	11	The Danny Thomas Show	US			new title	0
tt0045410	12	The Children's Hour	US		working		0
tt0045410	13	Освободите место для папочки	SUHH	ru	imdbDisplay		0
tt0045410	2	Make Room for Daddy	AU		imdbDisplay		0
tt0045410	3	Make Room for Daddy	CA	en	imdbDisplay		0
tt0045410	4	Make Room for Daddy	CA	fr	imdbDisplay		0
tt0045410	5	Make Room for Daddy	EC		imdbDisplay		0
tt0045410	6	Make Room for Daddy	JP	ja	imdbDisplay		0
tt0045410	7	The Danny Thomas Show	BR		imdbDisplay		0
tt0045410	8	The Danny Thomas Show	ES		imdbDisplay		0
tt0045410	9	The Danny Thomas Show	GB		imdbDisplay		0
tt0045414	1	Meet Mr. McNutley			original		1
tt0045414	2	The Ray Milland Show	US			new title	0
tt0045414	3	The Ray Milland Show: Meet Mr. McNulty	US			complete title	0
tt0046583	1	The Brighter Day			original		1
tt0046583	2	The Brighter Day	PH	en	imdbDisplay		0
tt0046583	3	The Brighter Day	US		imdbDisplay		0
tt0046589	1	Concerning Miss Marlowe			original		1
tt0046589	2	Concerning Miss Marlowe	US		imdbDisplay		0
tt0046592	1	December Bride			original		1
tt0046592	2	December Bride	CA	en	imdbDisplay		0
tt0046592	3	December Bride	US		imdbDisplay		0
tt0046614	1	The Jo Stafford Show			original		1
tt0046614	2	The Jo Stafford Show	DE		imdbDisplay		0
tt0046614	3	The Jo Stafford Show	US		imdbDisplay		0
tt0046614	4	ジョー・スタッフォード・ショー	JP	ja	imdbDisplay		0
tt0046641	1	The Secret Storm			original		1
tt0046641	2	The Secret Storm	CA	en	imdbDisplay		0
tt0046641	3	The Secret Storm	CA	fr	imdbDisplay		0
tt0046641	4	The Secret Storm	US		imdbDisplay		0
tt0046652	1	Tonight!			original		1
tt0046652	10	Tonight	US			syndication title	0
tt0046652	11	Tonight Starring Steve Allen	US			second season title	0
tt0046652	2	Tonight!	EC		imdbDisplay		0
tt0046652	3	Tonight!	IN	en	imdbDisplay		0
tt0046652	4	Tonight!	IN	hi	imdbDisplay		0
tt0046652	5	Tonight!	PL		imdbDisplay		0
tt0046652	6	Knickerbocker Beer Presents The Steve Allen Show	US			première title	0
tt0046652	7	Knickerbocker Beer Show	US			summer title	0
tt0046652	8	The Steve Allen Show	US			première title	0
tt0046652	9	The Tonight Show	US		imdbDisplay		0
tt0046659	1	The Vise			original		1
tt0046659	2	The Vise	CA	fr	imdbDisplay		0
tt0046659	3	The Vise	DE		imdbDisplay		0
tt0046659	4	The Vise	GB		imdbDisplay		0
tt0046659	5	Detective's Diary	US			rerun title	0
tt0046659	6	El destino	ES		imdbDisplay		0
tt0046659	7	Saber of London	GB		alternative		0
tt0046659	8	The Vise: Mark Saber	US			third and fourth season title	0
tt0046659	9	Uncovered				syndication title	0
tt0046667	1	The World of Mr. Sweeney			original		1
tt0046667	2	The World of Mr. Sweeney	US		imdbDisplay		0
tt0047714	1	House Party			original		1
tt0047714	2	Art Linkletter's House Party	US			complete title	0
tt0047714	3	The Linkletter Show	US			new title	0
tt0047714	4	ハウス・パーティ (ラジオ・テレビ番組)	JP	ja	imdbDisplay		0
tt0047718	1	Captain Kangaroo			original		1
tt0047718	10	キャプテン・カンガルー	JP	ja	imdbDisplay		0
tt0047718	2	Captain Kangaroo	CA	en	imdbDisplay		0
tt0047718	3	Captain Kangaroo	CA	fr	imdbDisplay		0
tt0047718	4	Captain Kangaroo	DE		imdbDisplay		0
tt0047718	5	Captain Kangaroo	EC		imdbDisplay		0
tt0047718	6	Captain Kangaroo	KR		imdbDisplay		0
tt0047718	7	Captain Kangaroo	US		imdbDisplay		0
tt0047718	8	Captain Kangaroo	US	es	imdbDisplay		0
tt0047718	9	Капитан Кенгуру	SUHH	ru	imdbDisplay		0
tt0047752	1	The Bob Cummings Show			original		1
tt0047752	2	The Bob Cummings Show	CA	en	imdbDisplay		0
tt0047752	3	The Bob Cummings Show	EC		imdbDisplay		0
tt0047752	4	The Bob Cummings Show	US		imdbDisplay		0
tt0047752	5	Alle lieben Bob	DE		imdbDisplay		0
tt0047752	6	Love That Bob!	US			rerun title	0
tt0047752	7	ボブ・カミングズ・ショー	JP	ja	imdbDisplay		0
tt0047776	1	Star Stage			original		1
tt0047776	2	Star Stage	US		imdbDisplay		0
tt0048845	1	As the World Turns			original		1
tt0048845	10	As the World Turns	IN	en	imdbDisplay		0
tt0048845	11	As the World Turns	IN	hi	imdbDisplay		0
tt0048845	12	As the World Turns	MX		imdbDisplay		0
tt0048845	13	As the World Turns	NL		imdbDisplay		0
tt0048845	14	As the World Turns	PH	en	imdbDisplay		0
tt0048845	15	As the World Turns	PL		imdbDisplay		0
tt0048845	16	As the World Turns	SE		imdbDisplay		0
tt0048845	17	As the World Turns	SG	en	imdbDisplay		0
tt0048845	18	As the World Turns	TR	tr	imdbDisplay		0
tt0048845	19	As the World Turns	TW		imdbDisplay		0
tt0048845	2	As the World Turns	AE		imdbDisplay		0
tt0048845	20	As the World Turns	US		imdbDisplay		0
tt0048845	21	As the World Turns	ZA	en	imdbDisplay		0
tt0048845	22	Così gira il mondo	IT				0
tt0048845	23	Jung und Leidenschaftlich - Wie das Leben so spielt	DE		imdbDisplay		0
tt0048845	24	Ljubav za sva vremena	RS		imdbDisplay		0
tt0048845	25	Как вращается мир	SUHH	ru	imdbDisplay		0
tt0048845	26	애즈 더 월드 턴즈	KR		imdbDisplay		0
tt0048845	27	アズ・ザ・ワールド・ターンズ	JP	ja	imdbDisplay		0
tt0048845	3	As the World Turns	AU		imdbDisplay		0
tt0048845	4	As the World Turns	CA	en	imdbDisplay		0
tt0048845	5	As the World Turns	CA	fr	imdbDisplay		0
tt0048845	6	As the World Turns	EC		imdbDisplay		0
tt0048845	7	As the World Turns	ES		imdbDisplay		0
tt0048845	8	As the World Turns	FR		imdbDisplay		0
tt0048845	9	As the World Turns	GB		imdbDisplay		0
tt0049993	1	Bandstand			original		1
tt0049993	10	VH1's Best of American Bandstand	US			rerun title	0
tt0049993	11	アメリカン・バンドスタンド	JP	ja	imdbDisplay		0
tt0049993	2	Bandstand	CA	en	imdbDisplay		0
tt0049993	3	Bandstand	EC		imdbDisplay		0
tt0049993	4	Bandstand	IT		imdbDisplay		0
tt0049993	5	AB	US			short title	0
tt0049993	6	American Bandstand	US			new title	0
tt0049993	7	American Bandstand 1966	US			ninth season title	0
tt0049993	8	Dick Clark's American Bandstand	AU				0
tt0049993	9	New American Bandstand 1965	US			eighth season title	0
tt0050022	1	The Gumby Show			original		1
tt0050022	10	ガンビー	JP	ja	imdbDisplay		0
tt0050022	2	The Gumby Show	AU		imdbDisplay		0
tt0050022	3	The Gumby Show	CA	en	imdbDisplay		0
tt0050022	4	The Gumby Show	ES		imdbDisplay		0
tt0050022	5	The Gumby Show	IT		imdbDisplay		0
tt0050022	6	The Gumby Show	US		imdbDisplay		0
tt0050022	7	Gumby	CA	fr	imdbDisplay		0
tt0050022	8	Gumby-kerho	FI				0
tt0050022	9	Шоу Гамби	SUHH	ru	imdbDisplay		0
tt0050051	1	Perry Mason			original		1
tt0050051	10	Perry Mason	FR		imdbDisplay		0
tt0050051	11	Perry Mason	GB		imdbDisplay		0
tt0050051	12	Perry Mason	IN	en	imdbDisplay		0
tt0050051	13	Perry Mason	IN	hi	imdbDisplay		0
tt0050051	14	Perry Mason	IT		imdbDisplay		0
tt0050051	15	Perry Mason	MX		imdbDisplay		0
tt0050051	16	Perry Mason	NL		imdbDisplay		0
tt0050051	17	Perry Mason	PH	en	imdbDisplay		0
tt0050051	18	Perry Mason	PT		imdbDisplay		0
tt0050051	19	Perry Mason	SG	en	imdbDisplay		0
tt0050051	2	Perry Mason	AE		imdbDisplay		0
tt0050051	20	Perry Mason	US		imdbDisplay		0
tt0050051	21	Perry Mason	XWG				0
tt0050051	22	Perry Mason	ZA	en	imdbDisplay		0
tt0050051	23	Перри Мейсон	RU		imdbDisplay		0
tt0050051	24	Перри Мейсон	SUHH	ru	imdbDisplay		0
tt0050051	25	Perry Mason yllättää	FI				0
tt0050051	26	Перрі Мейсон	UA		imdbDisplay		0
tt0050051	27	페리 메이슨	KR		imdbDisplay		0
tt0050051	28	弁護士ペリー・メイスン	JP	ja	imdbDisplay		0
tt0050051	3	Perry Mason	AU		imdbDisplay		0
tt0050051	4	Perry Mason	BR		imdbDisplay		0
tt0050051	5	Perry Mason	CA	en	imdbDisplay		0
tt0050051	6	Perry Mason	CA	fr	imdbDisplay		0
tt0050051	7	Perry Mason	DE		imdbDisplay		0
tt0050051	8	Perry Mason	EC		imdbDisplay		0
tt0050051	9	Perry Mason	ES		imdbDisplay		0
tt0050063	1	Sugarfoot			original		1
tt0050063	10	Tenderfoot	CA	en	imdbDisplay		0
tt0050063	11	Tenderfoot	GB				0
tt0050063	2	Sugarfoot	AU		imdbDisplay		0
tt0050063	3	Sugarfoot	DE		imdbDisplay		0
tt0050063	4	Sugarfoot	EC		imdbDisplay		0
tt0050063	5	Sugarfoot	ES		imdbDisplay		0
tt0050063	6	Sugarfoot	JP	ja	imdbDisplay		0
tt0050063	7	Sugarfoot	US		imdbDisplay		0
tt0050063	8	Sugarfoot	US	es	imdbDisplay		0
tt0050063	9	Sugarfoot	ZA	en	imdbDisplay		0
tt0051247	1	77 Sunset Strip			original		1
tt0051247	10	77 Sunset Strip	US		imdbDisplay		0
tt0051247	11	77-Sunset-Strip	AT				0
tt0051247	12	77-Sunset-Strip	DE		imdbDisplay		0
tt0051247	13	77-Sunset-Strip	XWG				0
tt0051247	14	Setenta y Siete	ES				0
tt0051247	15	Setenta y Siete	VE		imdbDisplay		0
tt0051247	16	Indirizzo permanente	IT		imdbDisplay		0
tt0051247	17	Porta 77	PT		imdbDisplay		0
tt0051247	18	Sunset 77	US		working		0
tt0051247	19	Yksityisetsivät	FI		imdbDisplay		0
tt0051247	2	77 Sunset Strip	AU		imdbDisplay		0
tt0051247	20	Сансет-Стрип, 77	SUHH	ru	imdbDisplay		0
tt0051247	21	선셋 77번가	KR		imdbDisplay		0
tt0051247	22	サンセット77	JP	ja	imdbDisplay		0
tt0051247	23	影城疑雲	TW		imdbDisplay		0
tt0051247	3	77 Sunset Strip	CA	en	imdbDisplay		0
tt0051247	4	77 Sunset Strip	CA	fr	imdbDisplay		0
tt0051247	5	77 Sunset Strip	EC		imdbDisplay		0
tt0051247	6	77 Sunset Strip	ES		imdbDisplay		0
tt0051247	7	77 Sunset Strip	GB		imdbDisplay		0
tt0051247	8	77 Sunset Strip	IN	en	imdbDisplay		0
tt0051247	9	77 Sunset Strip	PH	en	imdbDisplay		0
tt0051257	1	Blue Peter			original		1
tt0051257	2	Blue Peter	AU		imdbDisplay		0
tt0051257	3	Blue Peter	CA	en	imdbDisplay		0
tt0051257	4	Blue Peter	DE		imdbDisplay		0
tt0051257	5	Blue Peter	EC		imdbDisplay		0
tt0051257	6	Blue Peter	GB		imdbDisplay		0
tt0051257	7	Blue Peter	IT		imdbDisplay		0
tt0051257	8	ブルー・ピーター (テレビ)	JP	ja	imdbDisplay		0
tt0051267	1	The Donna Reed Show			original		1
tt0051267	10	El show de Donna Reed	ES		imdbDisplay		0
tt0051267	11	El show de Donna Reed	VE				0
tt0051267	12	Mutter ist die Allerbeste	DE		imdbDisplay		0
tt0051267	13	Mutter ist die Allerbeste	XWG				0
tt0051267	14	Alles draait om moeder	NL			informal literal title	0
tt0051267	15	Donna Reed	FI				0
tt0051267	16	La famille Stone	CA	fr	imdbDisplay		0
tt0051267	17	Pero es mamá quien manda	CL		imdbDisplay		0
tt0051267	18	Шоу Донны Рид	SUHH	ru	imdbDisplay		0
tt0051267	19	ドナ・リード・ショー	JP	ja	imdbDisplay		0
tt0051267	2	The Donna Reed Show	AU		imdbDisplay		0
tt0051267	3	The Donna Reed Show	BR		imdbDisplay		0
tt0051267	4	The Donna Reed Show	CA	en	imdbDisplay		0
tt0051267	5	The Donna Reed Show	EC		imdbDisplay		0
tt0051267	6	The Donna Reed Show	GB		imdbDisplay		0
tt0051267	7	The Donna Reed Show	IT		imdbDisplay		0
tt0051267	8	The Donna Reed Show	SG	en	imdbDisplay		0
tt0051267	9	The Donna Reed Show	US		imdbDisplay		0
tt0051272	1	From These Roots			original		1
tt0051272	2	From These Roots	US		imdbDisplay		0
tt0051276	1	The Garry Moore Show			original		1
tt0051276	2	The Garry Moore Show	CA	fr	imdbDisplay		0
tt0051276	3	The Garry Moore Show	US		imdbDisplay		0
tt0051297	1	Naked City			original		1
tt0051297	10	Gnadenlose Stadt	DE		imdbDisplay		0
tt0051297	11	Gnadenlose Stadt	XWG				0
tt0051297	12	La ciudad desnuda	ES		imdbDisplay		0
tt0051297	13	La ciudad desnuda	MX		imdbDisplay		0
tt0051297	14	A Cidade Nua	PT		imdbDisplay		0
tt0051297	15	Alaston kaupunki	FI				0
tt0051297	16	Cidade Nua	BR		imdbDisplay		0
tt0051297	17	La città in controluce	IT				0
tt0051297	18	La Ciudad Desnuda	CL		imdbDisplay		0
tt0051297	19	The Naked City	US			first season title	0
tt0051297	2	Naked City	AU		imdbDisplay		0
tt0051297	20	Обнажённый город	SUHH	ru	imdbDisplay		0
tt0051297	21	裸の町 (アメリカのテレビドラマ)	JP	ja	imdbDisplay		0
tt0051297	3	Naked City	CA	en	imdbDisplay		0
tt0051297	4	Naked City	CA	fr	imdbDisplay		0
tt0051297	5	Naked City	EC		imdbDisplay		0
tt0051297	6	Naked City	GB		imdbDisplay		0
tt0051297	7	Naked City	SG	en	imdbDisplay		0
tt0051297	8	Naked City	US		imdbDisplay		0
tt0051297	9	Naked City	ZA	en	imdbDisplay		0
tt0052473	1	Hennesey			original		1
tt0052473	2	Hennesey	EC		imdbDisplay		0
tt0052473	3	Hennesey	US		imdbDisplay		0
tt0052492	1	Matty's Funday Funnies			original		1
tt0052492	2	Beany and Cecil	US			new title	0
tt0052492	3	Beany e Cecil	BR		imdbDisplay		0
tt0052492	4	Matty's Funnies with Beany and Cecil	US			new title	0
tt0052507	1	Rocky and His Friends			original		1
tt0052507	10	Frostbite Falls Follies	US		working		0
tt0052507	11	Rocky & Bullwinkle	US			informal short title	0
tt0052507	12	Rocky & Bullwinkle Show	IT				0
tt0052507	13	Rocky és Bakacsin kalandjai	HU		imdbDisplay		0
tt0052507	14	Rocky und Bullwinkle	DE		imdbDisplay		0
tt0052507	15	Rocky y sus amigos	AR				0
tt0052507	16	The Adventures of Bullwinkle and Rocky	US			syndication title	0
tt0052507	17	The Adventures of Rocky and Bullwinkle	US			syndication title	0
tt0052507	18	The Bullwinkle Show	US			new title	0
tt0052507	19	The Rocky and Bullwinkle Show	US			syndication title	0
tt0052507	2	Rocky and His Friends	AU		imdbDisplay		0
tt0052507	20	Пригоди Роккі і Бульвінкля та друзів	UA		imdbDisplay		0
tt0052507	21	Приключения бельчонка Рокки и лосенка Буллвинкля	SUHH	ru	imdbDisplay		0
tt0052507	22	Шоу Рокки и Буллвинкля	SUHH	ru	imdbDisplay		0
tt0052507	23	空飛ぶロッキーくん	JP	ja	imdbDisplay		0
tt0052507	3	Rocky and His Friends	CA	en	imdbDisplay		0
tt0052507	4	Rocky and His Friends	CA	fr	imdbDisplay		0
tt0052507	5	Rocky and His Friends	PH	en	imdbDisplay		0
tt0052507	6	Las aventuras de Rocky y Bullwinkle	AR				0
tt0052507	7	Las aventuras de Rocky y Bullwinkle	ES		imdbDisplay		0
tt0052507	8	The Adventures of Rocky and Bullwinkle and Friends	US		dvd		0
tt0052507	9	As Aventuras de Rocky e Bullwinkle	BR		imdbDisplay		0
tt0053494	1	Coronation Street			original		1
tt0053494	10	Coronation Street	GB		imdbDisplay		0
tt0053494	11	Coronation Street	IN	en	imdbDisplay		0
tt0053494	12	Coronation Street	IT		imdbDisplay		0
tt0053494	13	Coronation Street	KR		imdbDisplay		0
tt0053494	14	Coronation Street	MX		imdbDisplay		0
tt0053494	15	Coronation Street	NL		imdbDisplay		0
tt0053494	16	Coronation Street	PH	en	imdbDisplay		0
tt0053494	17	Coronation Street	PL		imdbDisplay		0
tt0053494	18	Coronation Street	SE		imdbDisplay		0
tt0053494	19	Coronation Street	SG	en	imdbDisplay		0
tt0053494	2	Coronation Street	AE		imdbDisplay		0
tt0053494	20	Coronation Street	US		imdbDisplay		0
tt0053494	21	Coronation Street	ZA	en	imdbDisplay		0
tt0053494	22	Classic Coronation Street	GB			rerun title	0
tt0053494	23	Coronation St	AU				0
tt0053494	24	Corrie	GB			informal title	0
tt0053494	25	Florizel Street	GB		working		0
tt0053494	26	Where No Bird Sings	GB		working		0
tt0053494	27	Улица коронации	SUHH	ru	imdbDisplay		0
tt0053494	28	コロネーション・ストリート	JP	ja	imdbDisplay		0
tt0053494	3	Coronation Street	BR		imdbDisplay		0
tt0053494	4	Coronation Street	CA	en	imdbDisplay		0
tt0053494	5	Coronation Street	CA	fr	imdbDisplay		0
tt0053494	6	Coronation Street	DE		imdbDisplay		0
tt0053494	7	Coronation Street	EC		imdbDisplay		0
tt0053494	8	Coronation Street	ES		imdbDisplay		0
tt0053494	9	Coronation Street	FR		imdbDisplay		0
tt0053497	1	Dante			original		1
tt0053497	2	Dante	US		imdbDisplay		0
tt0053525	1	My Three Sons			original		1
tt0053525	10	My Three Sons	ZA	en	imdbDisplay		0
tt0053525	11	Mis tres hijos	ES		imdbDisplay		0
tt0053525	12	Mis tres hijos	MX		imdbDisplay		0
tt0053525	13	Mis tres hijos	VE		imdbDisplay		0
tt0053525	14	Meine drei Söhne	DE		imdbDisplay		0
tt0053525	15	Meine drei Söhne	XWG				0
tt0053525	16	Io e i miei tre figli	IT				0
tt0053525	17	Kolme poikaani	FI				0
tt0053525	18	Meus 3 Filhos	BR		imdbDisplay		0
tt0053525	19	The Fred MacMurray Show	US		working		0
tt0053525	2	My Three Sons	AU		imdbDisplay		0
tt0053525	20	The Three Sons	IN	en	imdbDisplay		0
tt0053525	21	Три моих сына	SUHH	ru	imdbDisplay		0
tt0053525	3	My Three Sons	CA	en	imdbDisplay		0
tt0053525	4	My Three Sons	CA	fr	imdbDisplay		0
tt0053525	5	My Three Sons	EC		imdbDisplay		0
tt0053525	6	My Three Sons	JP	ja	imdbDisplay		0
tt0053525	7	My Three Sons	PH	en	imdbDisplay		0
tt0053525	8	My Three Sons	SG	en	imdbDisplay		0
tt0053525	9	My Three Sons	US		imdbDisplay		0
tt0053543	1	Tales of the Vikings			original		1
tt0053543	10	Viikingit	FI				0
tt0053543	2	Tales of the Vikings	AU		imdbDisplay		0
tt0053543	3	Tales of the Vikings	DE		imdbDisplay		0
tt0053543	4	Tales of the Vikings	US		imdbDisplay		0
tt0053543	5	Aventures des vikings	BE	fr		complete title	0
tt0053543	6	Avonturen van de vikingen	BE	nl		complete title	0
tt0053543	7	Avonturen van de vikings	BE	qbn		complete title	0
tt0053543	8	Os Vikings	BR		imdbDisplay		0
tt0053543	9	The Vikings					0
tt0054512	1	Acapulco			original		1
tt0054512	2	Acapulco	FI				0
tt0054512	3	Acapulco	US		imdbDisplay		0
tt0054560	1	Password			original		1
tt0054560	2	Password	CA	en	imdbDisplay		0
tt0054560	3	Password	EC		imdbDisplay		0
tt0054560	4	Password	GB		imdbDisplay		0
tt0054560	5	Password	US		imdbDisplay		0
tt0054560	6	Password All-Stars	US			fourteenth season title	0
tt0055671	1	Ensign O'Toole			original		1
tt0055671	2	Ensign O'Toole	IT		imdbDisplay		0
tt0055671	3	Ensign O'Toole	JP	ja	imdbDisplay		0
tt0055671	4	Ensign O'Toole	US		imdbDisplay		0
tt0055673	1	Fireball XL5			original		1
tt0055673	10	Gerry and Sylvia Anderson's Fireball XL5	GB		alternative		0
tt0055673	11	Gerry Anderson's Fireball XL5	GB		alternative		0
tt0055673	12	Файрбол XL5	SUHH	ru	imdbDisplay		0
tt0055673	13	宇宙船XL-5	JP	ja	imdbDisplay		0
tt0055673	2	Fireball XL5	CA	en	imdbDisplay		0
tt0055673	3	Fireball XL5	CA	fr	imdbDisplay		0
tt0055673	4	Fireball XL5	GB		imdbDisplay		0
tt0055673	5	Fireball XL5	US		imdbDisplay		0
tt0055673	6	Avaruusalus XL-5	FI				0
