resourceid,projectid,vendorid,vendor_name,project_resource_type,item_name,item_number,item_unit_price,item_quantity
c240632251cadaa5efac36a7cc4ca97f,ffad5d96dcb1ba7757d8e947151fe44f,767.0,Lakeshore Learning Materials,Supplies,RR945 - Lakeshore Counting Boxes - Complete Set,RR945,179.0,2.0
74f4c9d4ea86a14782962dcee06e6e16,ffa3e195f85b47961b2172a6a37595a7,,,Other,"GLOBE,12 CLASSIC POLITICAL -- Cram  Political Globes; 12"" Classic",841-51204009,44.99,4.0
f2c06fe25b377a3977e6845181321605,ff8079278bc549f727d1a103297b98e2,95.0,Carolina Biological Supply Company,Supplies,Altay Economy Disarticulated Human Skeleton,246765,312.55,1.0
dea7e137ced2d043f063d989be592ef2,ff79697e43b9054dca70a3d51a98e51b,21.0,Blick Art Materials,Supplies,Item Shipping/Handling Charges,SHIPPING,13.95,1.0
8d060259bb0f2810275661f1f7e177b4,ff79697e43b9054dca70a3d51a98e51b,82.0,Best Buy for Business,Supplies,Brother 26-Stitch Sewing Machine - White,BB10981626,109.99,4.0
e10dff997be77250751fbbfc18543924,ff79697e43b9054dca70a3d51a98e51b,21.0,Blick Art Materials,Supplies,THERMOWEB ADHESIVE/REG HEM 3/8INX10YD,24132-1010,1.49,12.0
0fe85f678e6debc32bf00af5b0fc9d1d,ff79697e43b9054dca70a3d51a98e51b,21.0,Blick Art Materials,Supplies,OLFA SQ ROTATING MAT/GRN 12X12,57516-7012,28.84,5.0
2d116061aca93562056c02b070f95c5a,ff79697e43b9054dca70a3d51a98e51b,21.0,Blick Art Materials,Supplies,FISKAR ROTARY CUTTER/45MM CUTTER,57427-1045,10.57,5.0
32b2d6dfbeaf544266d78ec11a0ac26e,ff79697e43b9054dca70a3d51a98e51b,21.0,Blick Art Materials,Supplies,TITANIUM SCISSORS/8IN STRAIGHT,57059-1008,8.85,5.0
15f67610dba1029465dec0adccd08728,ff62c593703e615166bd8d415072fd04,758.0,Barnes and Noble,Books,"Dateline: Troy Paul Fleischman, Gwen Frankfeldt (Illustrator), Glenn Morrow (Illustrator)",9780763630843_BK,7.68,20.0
d34437c9bba210138d922d55b53312f1,ff4ce5f2965a88a2d0b16e8e917ed0b0,82.0,Best Buy for Business,Technology,HP ProBook 4545s - 15.6' - A series A4-4300M - Windows 8 - 4 GB RAM - 500 GB HDD,BB12413526,498.99,1.0
abf94ef41290f2665ec3636f84aebbfb,ff32a1604bb89f0222680b76bdd3295c,2.0,Kaplan Early Learning Company,Supplies,Seasons Puzzle Set,46321,36.94,1.0
1c318951dc880a4e461075e3b0b64397,ff32a1604bb89f0222680b76bdd3295c,2.0,Kaplan Early Learning Company,Supplies,Discover New Places Floor Puzzles (Set of 2),47428,22.32,1.0
54f230a7d57c2ed0139f0200099a4575,ff32a1604bb89f0222680b76bdd3295c,2.0,Kaplan Early Learning Company,Supplies,Giant Lifecycle Puzzle Set,85766,50.7,1.0
1b7be17c76ecf395c5d0171a4b9d411d,ff014dfc1be532743c98558a1b806077,95.0,Carolina Biological Supply Company,Technology,Motic DM52 Digital Microscope,591290,350.55,1.0
0fcb999cefd3faa2226d0b64edf91e6a,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,Getting Started Core Classroom Kit - Grades 2-4,110-4971,299.0,1.0
f36a12407ac8cf7f13f09331ea81b11c,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,Attribute Blocks - Group Set,010-1870,59.95,1.0
0f073574ee3b5e91319bfddb089a2b4f,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,My Own Judy Clock - Clock and Guide,032-9890,7.95,1.0
c3d4c1582c7f2451d8036b51f49a88a7,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,Base Ten Blocks - Overhead Base Ten,021-0737,7.95,1.0
2d07413708e67d6da830b37dbb94743d,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,Centimeter Gram Cubes Set,033-9330,29.95,1.0
588cd497d1782ecf7e29a1993a01ab6a,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,My Own Judy Clock - Class Set of 30 Clocks,033-7000,59.95,1.0
4e6a087b8f8f5d6947f0fb2c87c21f9a,fefb42ef77ffa3d3c8358104aed60159,182.0,Delta Education,Supplies,Fraction Stamps,192-2931,14.95,1.0
daccf44ef561926158853fb165a3e42a,feedd86d7276eac5513cc923432e89d5,757.0,Teachers' School Supply,Other,SCRABBLE Brand CROSSWORD GAME,MBG4024,30.53,6.0
4ac51290fa44d6a205e469b1f6ba27b6,feedd86d7276eac5513cc923432e89d5,224.0,Kaplan Early Learning,Other,Scrabble Jr.,8526,12.86,6.0
888da40aea876023828e79bef1dca7f9,feedd86d7276eac5513cc923432e89d5,224.0,Kaplan Early Learning,Other,My Writing Journal (set of 20),47543,18.88,2.0
cf44a9bb165669f747571e92af97291e,feedd86d7276eac5513cc923432e89d5,178.0,Quill.com,Other,JIMNIE ROLLERBALL PENS -- Zebra  Jimnie Gel Ink Roller Ball Pens; Blue,842-44120,10.7,1.0
325b030933ab4e8829451ff4412440fa,feedd86d7276eac5513cc923432e89d5,178.0,Quill.com,Other,AMERICAN HERITAGE STUDENT DICTIONARY --  American Heritage  Student Dictionary,842-HOU494,15.29,5.0
63778afca5ad3ff59085da882668a4ea,fe8668f8f421881ff6913fd445521725,,,Technology,iPad Smart Cover,Polyurethane,39.0,1.0
25bb3095788b89a9eeed92987446a8c8,fe8668f8f421881ff6913fd445521725,,,Technology,iPad,3rd Generation,499.0,1.0
dcdab0d85c5824e6de6a983ef173dd88,fe802bba56d5462d3add1797b47d855d,752.0,Nasco,Supplies,"Spotlight on Science  Volcanoes, Earthquakes & Tsunamis Kit",SB31077M,13.56,5.0
a71644b2198ef7bc897b9629c2181814,fe802bba56d5462d3add1797b47d855d,752.0,Nasco,Supplies,Landform Demonstration Kit,SA02830M,48.66,5.0
bf88d0db984b8eb1a134ebefb4b919f4,fe802bba56d5462d3add1797b47d855d,752.0,Nasco,Supplies,Volcano Kit,SB26149M,9.94,5.0
e39986b60575059d35f78d5183980d5d,fe5b1a7395d293e022cabc8650276cc6,757.0,Teachers' School Supply,Books,WEBSTERS DICTIONARY/THESAURUS SET 1 EA. 3260 and 3262,EI-3263,10.11,35.0
d6eac3ea62781a941c3804e5a09a9399,fe38b55a9d2b8f66e2fb7211c53fa169,82.0,Best Buy for Business,Technology,Epson 68 dual-pack - print cartridge,BB10986975,31.96,1.0
956ee4c4105dd4e8615a41621dcb22b7,fe38b55a9d2b8f66e2fb7211c53fa169,82.0,Best Buy for Business,Technology,Epson 68 MultiPack - print cartridge,BB10966477,40.79,1.0
3468b98dbd1e5d3c38ac87f9dc4b2ef5,fe38b55a9d2b8f66e2fb7211c53fa169,82.0,Best Buy for Business,Technology,Epson WorkForce 1100 - large-format printer - color - ink-jet,BB10991923,199.99,1.0
d5f6a8bc5ab0484cb13aafdc8a9c477e,fe38b55a9d2b8f66e2fb7211c53fa169,82.0,Best Buy for Business,Technology,Epson WorkForce 1100 - large-format printer - color - ink-jet,BB10991923,199.99,1.0
e1daff2ac265479827e8cee3e81753bb,fe38b55a9d2b8f66e2fb7211c53fa169,82.0,Best Buy for Business,Technology,Epson Premium - resin coated glossy photo paper - 100 sheet(s),BB10043898,16.99,1.0
32499b9ffe1f48fa95f1779cd6f78f41,fe34b13a64f67c980ce6cbf069418251,82.0,Best Buy for Business,Technology,Dell Inspiron Mini Netbook / Intel&#174; Atom&#153; Processor / 10.1&#34; Display - Black,BB11506308,199.99,1.0
f79a6394e0cd5063a942ef6c2076fa9a,fe34b13a64f67c980ce6cbf069418251,82.0,Best Buy for Business,Technology,Flip Video MinoHD 1hr - camcorder - internal flash memory,BB11164834,77.99,2.0
ab0c9f0bde0d5446837d2547c3a4af28,fe25a965cd0d2bce6c75ea53d80a7bf7,,,Other,Read Live online subscription,RL01C,9.97,30.0
3c988e6b8daf24b6ee3fef09ea534731,fe25a965cd0d2bce6c75ea53d80a7bf7,,,Other,Benchmark Assessor LIve,BAL01,35.0,1.0
4e5ffa33c525d09764a67fbaed0dcd0f,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY GREEN PACK OF 1000,1368017,3.21,2.0
7282c2a10b07f240083a10f2bfcf000d,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY YELLOW PACK OF 1000,1368020,3.21,2.0
30044a45209228b51117279497bc44a7,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY WHITE PACK OF 1000,1368019,3.21,2.0
8a0c693c508b0573dc07e37790db2b42,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY BLACK PACK OF 1000,1368015,3.21,2.0
cb9eb4bd1bea3bbb124f9587e6530617,fe1e70cafb0d32d1ee02d5e3b10a1e7b,178.0,Quill.com,Supplies,HP 75XL Tri-Color High-Yield Inkjet Cartridge,901-CB338WN,36.89,2.0
a0f157ded08b210b130978e0212d8082,fe1e70cafb0d32d1ee02d5e3b10a1e7b,178.0,Quill.com,Supplies,HP 74XL Black High-Yield Inkjet Cartridge,901-CB336WN,31.49,2.0
572e5e252290c6473b08c45acaccf7a5,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BOOK WHAT DOESN'T BELONG,1320416,15.67,1.0
e8256bd6d808f1fc3ad0166398479694,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY BLUE PACK OF 1000,1368016,3.21,2.0
cf9ad9404ed382e40e397b9971063095,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS ALPHABET WHITE/BLACK PACK OF 150 - SCHOOL SMART,085787,3.42,5.0
689c222ab83389c4d688ec13a0e7886f,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,PUZZLE READINESS COLLECTION,200748,28.49,1.0
16b22cd771073b40b4a5889699af15e8,fe1e70cafb0d32d1ee02d5e3b10a1e7b,755.0,Abilitations,Supplies,GAME WHAT DOESN'T BELONG?,1322651,16.14,1.0
e83bea42322bb2ad6c866d27f5a9ed98,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,BEADS PONY RED PACK OF 1000,1368018,3.21,2.0
8efb73d51adcd00d7fb3382170e36a3d,fe1e70cafb0d32d1ee02d5e3b10a1e7b,755.0,Abilitations,Supplies,GAME WHAT DOESN'T BELONG?,1322651,16.14,1.0
1895ffc0dfa4f06cd6f6b15ea46b5cf2,fe1e70cafb0d32d1ee02d5e3b10a1e7b,773.0,School Specialty,Supplies,MANIP SHAPES MAGNA TILES CLEAR COLOR 100 PC,081683,107.63,1.0
6c973a2176459e1574b7baa61d787f49,fe1e70cafb0d32d1ee02d5e3b10a1e7b,178.0,Quill.com,Supplies,HP 940XL/940 High-Yield Black/Tri-Color Inkjet Cartridge Combo Pack,901-CZ143FN,81.89,1.0
302dd2ab8705ed5f30d324117dce6418,fe1e70cafb0d32d1ee02d5e3b10a1e7b,755.0,Abilitations,Supplies,GAME WHERE IS IT?,1285317,13.29,1.0
4e64722bcbf3eee564646854c07ade2f,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,THERMOMETER ECON 305MM PART IMM WHITE -20-110,1017384WW,5.15,10.0
3d294c87d41718b034d520a541f37871,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,SCREEN SIEVES KIT EA,580276WW,36.95,1.0
fdb281725e78b1a072d0138b4851844f,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,GENERAL PURPOSE MAGNIFIER 3'' EA,565582WW,6.95,10.0
4ddec28969cd0379b681c2989c7b363d,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,METER TAPE WIND UP 50M,530553WW,53.45,1.0
99e1ba529fed98b330d92ab58556b78e,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,COMPASS BRUNTON,530557WW,14.45,9.0
21677eeb75d3e06271019f57858058b5,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,DISK- SECCHI,531518WW,25.95,1.0
a466f9b08e0525639ba288b66ba9e7ce,fddd9f7a1645ea618ee5d6a7cb0d78e2,775.0,Frey Scientific,Supplies,BALLOONS 9 INCH ASSORTED PACK OF 144,200099WW,17.95,1.0
e22c9787f8d42b47cc5f7e18dbb356b7,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,CARON NATURA ONE PD/BLK 1LB,65230-2000,5.94,2.0
4db2102249549b777f2a6034138c97f4,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,STICK SHUTTLE/9 IN FLAT,65008-1095,5.01,4.0
0954eb3c116a1e87652e4ec1eca31cf8,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,JUMBO ROVING NEON/4PLY NEON,65222-1004,32.29,1.0
76a00664c0a7328d45945e56f1d7dd87,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,SCHACHT WARPING BRD/4.5YD,65234-9000,59.49,2.0
53a525b19de5902b128e3fd05e8c4ef7,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,CARON 4PLY DEL YARN/BLK 4PLY,65226-2000,1.33,1.0
ce54a3b8939779b9af390deb3bbdbd29,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,RIGID HEDDLE WEAVING/RH-10 LOOM,65019-1010,50.44,6.0
ebe7566197aa33aee818e7911402091c,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,INKLE LOOM/SCHACHT,65007-0000,62.04,4.0
630cd8271a2a20e3158e86f3aa4ce6f5,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,CARON NATURA ONE PD/WHT 1LB 4PLY,65230-1000,5.94,2.0
f15b21d34b501538dc77523d638c8637,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,CARON NATURA ONE PD/DP VLT 1LB 4PLY,65230-6610,5.94,4.0
204c36d25fdee49a22ac7520860fc508,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,WIDE NOTCHED LOOMS/12/PK 31/4X13,65002-1373,5.52,3.0
60a27a1bbfdb8354e246e57735934b2e,fddd33a9d81810c45d1778364786aa68,21.0,Blick Art Materials,Supplies,STICK SHUTTLE/16 IN FLAT,65008-1016,5.69,2.0
3bd0b82adc5df8dfd94beeb483f15898,fddd0d273ad875847d3e1e2cdafb8b98,82.0,Best Buy for Business,Technology,GoPro - HERO3 HD Camcorder - Silver,BB12393381,299.99,1.0
fe1058ec6905a6457971317cedef9d83,fdd61357ea028641fc36f6f3a2bee89e,751.0,Highsmith,Technology,2GB SD MEMORY CARD,H164596,11.61,6.0
c911615f5202598b0c09f77d3920fead,fdd61357ea028641fc36f6f3a2bee89e,82.0,Best Buy for Business,Technology,EASTMAN KODAK 005   8488959  E1 8994163,8994163,99.99,3.0
cecc93c5cfb60a730c79223a88fe8a38,fdc1cd988b2fa36201055060b1ef11fc,82.0,Best Buy for Business,Technology,COBY CX CD109 - CD player,BB10852388,14.99,15.0
a77cb0de682d39a27ba0c945fef0264e,fdbf1168b2f8ccf295c6cc8fdc9ecfae,150.0,CDW-G,Technology,C2G TruLink HDMI to VGA Converter   video converter   black,2741660,62.2,1.0
da97b09e63b387bbb39e03c612781bf9,fdbf1168b2f8ccf295c6cc8fdc9ecfae,82.0,Best Buy for Business,Technology,Apple TV digital multimedia receiver,BB12202126,99.99,1.0
402100a6b975e4f448ab41d15497a44f,fdbd59dc9b3cac8ffcd28dfd874fc4ae,82.0,Best Buy for Business,Technology,Case Logic - Camcorder Kit Bag,BB11085611,12.0,1.0
90388ccccd9b7c9b0a718fabf0f5fd36,fdbd59dc9b3cac8ffcd28dfd874fc4ae,82.0,Best Buy for Business,Technology,Dynex?- 6.25' Mini Tripod,BB10680360,2.62,1.0
75eff3d5fdb1ea7c87abf3a9e7d02d55,fdbd59dc9b3cac8ffcd28dfd874fc4ae,82.0,Best Buy for Business,Technology,Canon - VIXIA HF R20 8GB Flash Memory Camcorder - Silver,BB11204447,349.99,1.0
94441bed1b2b62bcd425de9e96154068,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,MP23D - Fiesta Musical CD,MP23D,14.99,1.0
fbec9637717c11bae6fdebd948f0c571,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,CG308 - Boomwhackers,CG308,24.95,1.0
00e1baeb0bf6419729459518ccbfc4a5,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,CG309 - Boomwhackers Games CD,CG309,11.95,1.0
479caa6193dd81824025974c09a09389,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,WR227D - Soy una pizza CD,WR227D,14.99,1.0
ee93249e23bd8191fc431692d1f81112,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,GG727 - Activity Beanbags,GG727,16.95,1.0
6052771264cfdceb3e56aad900120f26,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,TT681 - Activity Scarves,TT681,16.95,1.0
cc9e87f05289958190490d8992762289,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,WR221D - Ole! Ole! Ole! CD,WR221D,16.99,1.0
804c676c10c4c712b592b89ae623ccac,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,LC4206 - Rainbow Parachute - 12',LC4206,54.95,1.0
2fe751a67b93672f3601e518f83e6c64,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,FF280X - Best-Buy Listening Center,FF280X,99.5,1.0
75452f20ee10ce83ad92d710586e2a19,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,LC241 - Heavy-Duty Drums - Set of 4,LC241,39.95,1.0
b667994dd9eba785f4b1c142e3f1e8ff,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,HH710 - Shake & Move Ribbon Bells - Set of 6,HH710,19.95,1.0
64400ff3baba46ac492c1e877a84e16f,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,JJ665 - Portable CD Player,JJ665,79.95,1.0
bbbfe3e0d6c90acaf6d6ee386f8fae64,fda9e04327c1486bfb63c0be571ca84d,767.0,Lakeshore Learning Materials,Other,EB742D - Latin Playground CD,EB742D,14.99,1.0
529b8546f81573378bf5bbdd9d592708,fd811e44d161bfcc4ff99ff2d91746dd,849.0,Weekly Reader,Books,WR News Grade 3 (For Orders of 10 or More Subscriptions),WR3,2.79,25.0
725d7b4c662888f565b66e99fdf7d450,fd789e37925bf68a43970f185f2d9fbc,7.0,AKJ Books,Books,Tops and Bottoms,9780152928513,13.26,1.0
fae80775ec3981c5c10d67c69dece5b0,fd789e37925bf68a43970f185f2d9fbc,767.0,Lakeshore Learning Materials,Books,HH950 - Letter of the Day Activities - CD-ROM,HH950,19.95,1.0
610c4b4da9d422548daafa25ce4f7bee,fd789e37925bf68a43970f185f2d9fbc,762.0,Sax Arts & Crafts,Books,CRICUT PAPER PAD 12 X 24 BASICS PACK OF 3,1281897,30.7,1.0
63240b79b9821487599d8111c5dc53ca,fd789e37925bf68a43970f185f2d9fbc,762.0,Sax Arts & Crafts,Books,TOOL KIT CRICUT,088015,21.47,1.0
0d8a6917b32a2069ef36ebc71665bfa0,fd789e37925bf68a43970f185f2d9fbc,767.0,Lakeshore Learning Materials,Books,FF947 - Community & Careers Theme Box,FF947,49.95,1.0
d5a9303c54806637a1577a568da35d92,fd789e37925bf68a43970f185f2d9fbc,767.0,Lakeshore Learning Materials,Books,RE996 - Earth & Environment Theme Book Library,RE996,33.5,1.0
9c34df613ad1326dc6e1c675fa8c516d,fd789e37925bf68a43970f185f2d9fbc,767.0,Lakeshore Learning Materials,Books,RE991 - Dinosaurs Theme Book Library,RE991,30.5,1.0
a59649e73fb7748f748c09caeb43e415,fd789e37925bf68a43970f185f2d9fbc,767.0,Lakeshore Learning Materials,Books,RE973 - Space Theme Book Library,RE973,36.5,1.0
dc1899faddbc295b8d9d96981728e409,fd789e37925bf68a43970f185f2d9fbc,762.0,Sax Arts & Crafts,Books,CUTTING MATS CRICUT 12X24 PACK OF 2,1335400,10.98,1.0
46ba1ab6f1e233ab5cff30fb069019dd,fd789e37925bf68a43970f185f2d9fbc,7.0,AKJ Books,Books,A Frog in the Bog,9781416927273,5.45,1.0
